Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient2	p2_t1	145	2	21
patient2	p2_t1	145	3	0
patient2	p2_t1	145	4	34
patient2	p2_t1	145	5	1
patient2	p2_t1	145	6	15
patient2	p2_t1	146	1	28
patient2	p2_t1	146	2	22
patient2	p2_t1	146	3	0
patient2	p2_t1	146	4	34
patient2	p2_t1	146	5	1
patient2	p2_t1	146	6	15
patient2	p2_t1	147	1	23
patient2	p2_t1	147	2	27
patient2	p2_t1	147	3	0
patient2	p2_t1	147	4	49
patient2	p2_t1	147	5	1
patient2	p2_t1	147	6	0
patient2	p2_t1	148	1	25
patient2	p2_t1	148	2	25
patient2	p2_t1	148	3	0
patient2	p2_t1	148	4	49
patient2	p2_t1	148	5	1
patient2	p2_t1	148	6	0
patient2	p2_t1	149	1	49
patient2	p2_t1	149	2	3
patient2	p2_t1	149	3	0
patient2	p2_t1	149	4	33
patient2	p2_t1	149	5	1
patient2	p2_t1	149	6	14
patient2	p2_t1	150	1	54
patient2	p2_t1	150	2	0
patient2	p2_t1	150	3	0
patient2	p2_t1	150	4	45
patient2	p2_t1	150	5	1
patient2	p2_t1	150	6	0
patient2	p2_t1	151	1	8
patient2	p2_t1	151	2	42
patient2	p2_t1	151	3	0
patient2	p2_t1	151	4	34
patient2	p2_t1	151	5	1
patient2	p2_t1	151	6	15
patient2	p2_t1	152	1	45
patient2	p2_t1	152	2	6
patient2	p2_t1	152	3	0
patient2	p2_t1	152	4	33
patient2	p2_t1	152	5	1
patient2	p2_t1	152	6	15
patient2	p2_t1	153	1	27
patient2	p2_t1	153	2	23
patient2	p2_t1	153	3	0
patient2	p2_t1	153	4	32
patient2	p2_t1	153	5	1
patient2	p2_t1	153	6	17
patient2	p2_t1	154	1	45
patient2	p2_t1	154	2	5
patient2	p2_t1	154	3	0
patient2	p2_t1	154	4	49
patient2	p2_t1	154	5	1
patient2	p2_t1	154	6	0
patient2	p2_t1	155	1	43
patient2	p2_t1	155	2	7
patient2	p2_t1	155	3	0
patient2	p2_t1	155	4	49
patient2	p2_t1	155	5	1
patient2	p2_t1	155	6	0
patient2	p2_t1	156	1	30
patient2	p2_t1	156	2	20
patient2	p2_t1	156	3	0
patient2	p2_t1	156	4	48
patient2	p2_t1	156	5	1
patient2	p2_t1	156	6	1
patient2	p2_t1	157	1	47
patient2	p2_t1	157	2	4
patient2	p2_t1	157	3	0
patient2	p2_t1	157	4	48
patient2	p2_t1	157	5	1
patient2	p2_t1	157	6	0
patient2	p2_t1	158	1	30
patient2	p2_t1	158	2	20
patient2	p2_t1	158	3	0
patient2	p2_t1	158	4	33
patient2	p2_t1	158	5	1
patient2	p2_t1	158	6	16
patient2	p2_t1	159	1	46
patient2	p2_t1	159	2	4
patient2	p2_t1	159	3	0
patient2	p2_t1	159	4	49
patient2	p2_t1	159	5	1
patient2	p2_t1	159	6	0
patient2	p2_t1	160	1	8
patient2	p2_t1	160	2	42
patient2	p2_t1	160	3	0
patient2	p2_t1	160	4	34
patient2	p2_t1	160	5	1
patient2	p2_t1	160	6	15
patient2	p2_t1	161	1	34
patient2	p2_t1	161	2	16
patient2	p2_t1	161	3	0
patient2	p2_t1	161	4	49
patient2	p2_t1	161	5	1
patient2	p2_t1	161	6	0
patient2	p2_t1	162	1	44
patient2	p2_t1	162	2	7
patient2	p2_t1	162	3	0
patient2	p2_t1	162	4	32
patient2	p2_t1	162	5	1
patient2	p2_t1	162	6	16
patient2	p2_t1	163	1	4
patient2	p2_t1	163	2	47
patient2	p2_t1	163	3	0
patient2	p2_t1	163	4	30
patient2	p2_t1	163	5	1
patient2	p2_t1	163	6	18
patient2	p2_t1	164	1	52
patient2	p2_t1	164	2	1
patient2	p2_t1	164	3	0
patient2	p2_t1	164	4	46
patient2	p2_t1	164	5	1
patient2	p2_t1	164	6	0
patient2	p2_t1	165	1	45
patient2	p2_t1	165	2	6
patient2	p2_t1	165	3	0
patient2	p2_t1	165	4	31
patient2	p2_t1	165	5	1
patient2	p2_t1	165	6	17
patient2	p2_t1	166	1	51
patient2	p2_t1	166	2	0
patient2	p2_t1	166	3	0
patient2	p2_t1	166	4	48
patient2	p2_t1	166	5	1
patient2	p2_t1	166	6	0
patient2	p2_t1	167	1	25
patient2	p2_t1	167	2	26
patient2	p2_t1	167	3	0
patient2	p2_t1	167	4	31
patient2	p2_t1	167	5	1
patient2	p2_t1	167	6	17
patient2	p2_t1	168	1	38
patient2	p2_t1	168	2	12
patient2	p2_t1	168	3	0
patient2	p2_t1	168	4	49
patient2	p2_t1	168	5	1
patient2	p2_t1	168	6	0
patient2	p2_t1	169	1	53
patient2	p2_t1	169	2	0
patient2	p2_t1	169	3	0
patient2	p2_t1	169	4	30
patient2	p2_t1	169	5	1
patient2	p2_t1	169	6	16
patient2	p2_t1	170	1	7
patient2	p2_t1	170	2	43
patient2	p2_t1	170	3	0
patient2	p2_t1	170	4	33
patient2	p2_t1	170	5	1
patient2	p2_t1	170	6	16
patient2	p2_t1	171	1	58
patient2	p2_t1	171	2	0
patient2	p2_t1	171	3	0
patient2	p2_t1	171	4	26
patient2	p2_t1	171	5	1
patient2	p2_t1	171	6	15
patient2	p2_t1	172	1	59
patient2	p2_t1	172	2	0
patient2	p2_t1	172	3	0
patient2	p2_t1	172	4	40
patient2	p2_t1	172	5	1
patient2	p2_t1	172	6	0
patient2	p2_t1	173	1	28
patient2	p2_t1	173	2	22
patient2	p2_t1	173	3	0
patient2	p2_t1	173	4	32
patient2	p2_t1	173	5	1
patient2	p2_t1	173	6	17
patient2	p2_t1	174	1	11
patient2	p2_t1	174	2	40
patient2	p2_t1	174	3	0
patient2	p2_t1	174	4	34
patient2	p2_t1	174	5	1
patient2	p2_t1	174	6	14
patient2	p2_t1	175	1	20
patient2	p2_t1	175	2	31
patient2	p2_t1	175	3	0
patient2	p2_t1	175	4	48
patient2	p2_t1	175	5	1
patient2	p2_t1	175	6	0
patient2	p2_t1	176	1	20
patient2	p2_t1	176	2	30
patient2	p2_t1	176	3	0
patient2	p2_t1	176	4	49
patient2	p2_t1	176	5	1
patient2	p2_t1	176	6	0
patient2	p2_t1	177	1	51
patient2	p2_t1	177	2	0
patient2	p2_t1	177	3	0
patient2	p2_t1	177	4	32
patient2	p2_t1	177	5	1
patient2	p2_t1	177	6	16
patient2	p2_t1	178	1	42
patient2	p2_t1	178	2	8
patient2	p2_t1	178	3	0
patient2	p2_t1	178	4	49
patient2	p2_t1	178	5	1
patient2	p2_t1	178	6	0
patient2	p2_t1	179	1	20
patient2	p2_t1	179	2	30
patient2	p2_t1	179	3	0
patient2	p2_t1	179	4	34
patient2	p2_t1	179	5	1
patient2	p2_t1	179	6	15
patient2	p2_t1	180	1	3
patient2	p2_t1	180	2	47
patient2	p2_t1	180	3	0
patient2	p2_t1	180	4	35
patient2	p2_t1	180	5	1
patient2	p2_t1	180	6	14
patient2	p2_t1	181	1	53
patient2	p2_t1	181	2	0
patient2	p2_t1	181	3	0
patient2	p2_t1	181	4	30
patient2	p2_t1	181	5	1
patient2	p2_t1	181	6	16
patient2	p2_t1	182	1	50
patient2	p2_t1	182	2	0
patient2	p2_t1	182	3	0
patient2	p2_t1	182	4	34
patient2	p2_t1	182	5	1
patient2	p2_t1	182	6	15
patient2	p2_t1	183	1	25
patient2	p2_t1	183	2	25
patient2	p2_t1	183	3	0
patient2	p2_t1	183	4	33
patient2	p2_t1	183	5	1
patient2	p2_t1	183	6	16
patient2	p2_t1	184	1	23
patient2	p2_t1	184	2	28
patient2	p2_t1	184	3	0
patient2	p2_t1	184	4	31
patient2	p2_t1	184	5	1
patient2	p2_t1	184	6	17
patient2	p2_t1	185	1	37
patient2	p2_t1	185	2	13
patient2	p2_t1	185	3	0
patient2	p2_t1	185	4	49
patient2	p2_t1	185	5	1
patient2	p2_t1	185	6	0
patient2	p2_t1	186	1	37
patient2	p2_t1	186	2	13
patient2	p2_t1	186	3	0
patient2	p2_t1	186	4	49
patient2	p2_t1	186	5	1
patient2	p2_t1	186	6	0
patient2	p2_t1	187	1	8
patient2	p2_t1	187	2	42
patient2	p2_t1	187	3	0
patient2	p2_t1	187	4	49
patient2	p2_t1	187	5	1
patient2	p2_t1	187	6	0
patient2	p2_t1	188	1	26
patient2	p2_t1	188	2	24
patient2	p2_t1	188	3	0
patient2	p2_t1	188	4	33
patient2	p2_t1	188	5	1
patient2	p2_t1	188	6	16
patient2	p2_t1	189	1	51
patient2	p2_t1	189	2	0
patient2	p2_t1	189	3	0
patient2	p2_t1	189	4	34
patient2	p2_t1	189	5	1
patient2	p2_t1	189	6	14
patient2	p2_t1	190	1	0
patient2	p2_t1	190	2	51
patient2	p2_t1	190	3	0
patient2	p2_t1	190	4	31
patient2	p2_t1	190	5	1
patient2	p2_t1	190	6	17
patient2	p2_t1	191	1	50
patient2	p2_t1	191	2	0
patient2	p2_t1	191	3	0
patient2	p2_t1	191	4	33
patient2	p2_t1	191	5	1
patient2	p2_t1	191	6	16
patient2	p2_t1	192	1	50
patient2	p2_t1	192	2	0
patient2	p2_t1	192	3	0
patient2	p2_t1	192	4	49
patient2	p2_t1	192	5	1
patient2	p2_t1	192	6	0
patient2	p2_t1	193	1	42
patient2	p2_t1	193	2	9
patient2	p2_t1	193	3	0
patient2	p2_t1	193	4	33
patient2	p2_t1	193	5	1
patient2	p2_t1	193	6	15
patient2	p2_t1	194	1	48
patient2	p2_t1	194	2	2
patient2	p2_t1	194	3	0
patient2	p2_t1	194	4	49
patient2	p2_t1	194	5	1
patient2	p2_t1	194	6	0
patient2	p2_t1	195	1	13
patient2	p2_t1	195	2	37
patient2	p2_t1	195	3	0
patient2	p2_t1	195	4	32
patient2	p2_t1	195	5	1
patient2	p2_t1	195	6	17
patient2	p2_t1	196	1	11
patient2	p2_t1	196	2	39
patient2	p2_t1	196	3	0
patient2	p2_t1	196	4	49
patient2	p2_t1	196	5	1
patient2	p2_t1	196	6	0
patient2	p2_t1	197	1	23
patient2	p2_t1	197	2	27
patient2	p2_t1	197	3	0
patient2	p2_t1	197	4	49
patient2	p2_t1	197	5	1
patient2	p2_t1	197	6	0
patient2	p2_t1	198	1	6
patient2	p2_t1	198	2	44
patient2	p2_t1	198	3	0
patient2	p2_t1	198	4	33
patient2	p2_t1	198	5	1
patient2	p2_t1	198	6	16
patient2	p2_t1	199	1	43
patient2	p2_t1	199	2	7
patient2	p2_t1	199	3	0
patient2	p2_t1	199	4	31
patient2	p2_t1	199	5	1
patient2	p2_t1	199	6	18
patient2	p2_t1	200	1	37
patient2	p2_t1	200	2	13
patient2	p2_t1	200	3	0
patient2	p2_t1	200	4	49
patient2	p2_t1	200	5	1
patient2	p2_t1	200	6	0
patient2	p2_t1	201	1	52
patient2	p2_t1	201	2	0
patient2	p2_t1	201	3	0
patient2	p2_t1	201	4	47
patient2	p2_t1	201	5	1
patient2	p2_t1	201	6	0
patient2	p2_t1	202	1	56
patient2	p2_t1	202	2	0
patient2	p2_t1	202	3	0
patient2	p2_t1	202	4	26
patient2	p2_t1	202	5	1
patient2	p2_t1	202	6	17
patient2	p2_t1	203	1	9
patient2	p2_t1	203	2	41
patient2	p2_t1	203	3	0
patient2	p2_t1	203	4	49
patient2	p2_t1	203	5	1
patient2	p2_t1	203	6	0
patient2	p2_t1	204	1	35
patient2	p2_t1	204	2	16
patient2	p2_t1	204	3	0
patient2	p2_t1	204	4	32
patient2	p2_t1	204	5	1
patient2	p2_t1	204	6	16
patient2	p2_t1	205	1	16
patient2	p2_t1	205	2	34
patient2	p2_t1	205	3	0
patient2	p2_t1	205	4	49
patient2	p2_t1	205	5	1
patient2	p2_t1	205	6	0
patient2	p2_t1	206	1	16
patient2	p2_t1	206	2	34
patient2	p2_t1	206	3	0
patient2	p2_t1	206	4	47
patient2	p2_t1	206	5	1
patient2	p2_t1	206	6	2
patient2	p2_t1	207	1	27
patient2	p2_t1	207	2	23
patient2	p2_t1	207	3	0
patient2	p2_t1	207	4	36
patient2	p2_t1	207	5	1
patient2	p2_t1	207	6	13
patient2	p2_t1	208	1	8
patient2	p2_t1	208	2	43
patient2	p2_t1	208	3	0
patient2	p2_t1	208	4	32
patient2	p2_t1	208	5	1
patient2	p2_t1	208	6	16
patient2	p2_t1	209	1	52
patient2	p2_t1	209	2	0
patient2	p2_t1	209	3	0
patient2	p2_t1	209	4	47
patient2	p2_t1	209	5	1
patient2	p2_t1	209	6	0
patient2	p2_t1	210	1	46
patient2	p2_t1	210	2	4
patient2	p2_t1	210	3	0
patient2	p2_t1	210	4	34
patient2	p2_t1	210	5	1
patient2	p2_t1	210	6	15
patient2	p2_t1	211	1	43
patient2	p2_t1	211	2	7
patient2	p2_t1	211	3	0
patient2	p2_t1	211	4	49
patient2	p2_t1	211	5	1
patient2	p2_t1	211	6	0
patient2	p2_t1	212	1	49
patient2	p2_t1	212	2	2
patient2	p2_t1	212	3	0
patient2	p2_t1	212	4	48
patient2	p2_t1	212	5	1
patient2	p2_t1	212	6	0
patient2	p2_t1	213	1	16
patient2	p2_t1	213	2	34
patient2	p2_t1	213	3	0
patient2	p2_t1	213	4	32
patient2	p2_t1	213	5	1
patient2	p2_t1	213	6	17
patient2	p2_t1	214	1	50
patient2	p2_t1	214	2	0
patient2	p2_t1	214	3	0
patient2	p2_t1	214	4	35
patient2	p2_t1	214	5	1
patient2	p2_t1	214	6	14
patient2	p2_t1	215	1	45
patient2	p2_t1	215	2	5
patient2	p2_t1	215	3	0
patient2	p2_t1	215	4	31
patient2	p2_t1	215	5	1
patient2	p2_t1	215	6	18
patient2	p2_t1	216	1	42
patient2	p2_t1	216	2	9
patient2	p2_t1	216	3	0
patient2	p2_t1	216	4	31
patient2	p2_t1	216	5	1
patient2	p2_t1	216	6	17
patient2	p2_t1	217	1	10
patient2	p2_t1	217	2	40
patient2	p2_t1	217	3	0
patient2	p2_t1	217	4	32
patient2	p2_t1	217	5	1
patient2	p2_t1	217	6	17
patient2	p2_t1	218	1	32
patient2	p2_t1	218	2	18
patient2	p2_t1	218	3	0
patient2	p2_t1	218	4	35
patient2	p2_t1	218	5	1
patient2	p2_t1	218	6	14
patient2	p2_t1	219	1	44
patient2	p2_t1	219	2	6
patient2	p2_t1	219	3	0
patient2	p2_t1	219	4	49
patient2	p2_t1	219	5	1
patient2	p2_t1	219	6	0
patient2	p2_t1	220	1	54
patient2	p2_t1	220	2	0
patient2	p2_t1	220	3	0
patient2	p2_t1	220	4	45
patient2	p2_t1	220	5	1
patient2	p2_t1	220	6	0
patient2	p2_t1	221	1	43
patient2	p2_t1	221	2	7
patient2	p2_t1	221	3	0
patient2	p2_t1	221	4	48
patient2	p2_t1	221	5	1
patient2	p2_t1	221	6	1
patient2	p2_t1	222	1	11
patient2	p2_t1	222	2	39
patient2	p2_t1	222	3	0
patient2	p2_t1	222	4	33
patient2	p2_t1	222	5	1
patient2	p2_t1	222	6	16
patient2	p2_t1	223	1	3
patient2	p2_t1	223	2	47
patient2	p2_t1	223	3	0
patient2	p2_t1	223	4	33
patient2	p2_t1	223	5	1
patient2	p2_t1	223	6	16
patient2	p2_t1	224	1	28
patient2	p2_t1	224	2	23
patient2	p2_t1	224	3	0
patient2	p2_t1	224	4	48
patient2	p2_t1	224	5	1
patient2	p2_t1	224	6	0
patient2	p2_t1	225	1	18
patient2	p2_t1	225	2	32
patient2	p2_t1	225	3	0
patient2	p2_t1	225	4	49
patient2	p2_t1	225	5	1
patient2	p2_t1	225	6	0
patient2	p2_t1	226	1	30
patient2	p2_t1	226	2	20
patient2	p2_t1	226	3	0
patient2	p2_t1	226	4	48
patient2	p2_t1	226	5	1
patient2	p2_t1	226	6	1
patient2	p2_t1	227	1	46
patient2	p2_t1	227	2	6
patient2	p2_t1	227	3	0
patient2	p2_t1	227	4	31
patient2	p2_t1	227	5	1
patient2	p2_t1	227	6	16
patient2	p2_t1	228	1	15
patient2	p2_t1	228	2	35
patient2	p2_t1	228	3	0
patient2	p2_t1	228	4	49
patient2	p2_t1	228	5	1
patient2	p2_t1	228	6	0
patient2	p2_t1	229	1	46
patient2	p2_t1	229	2	4
patient2	p2_t1	229	3	0
patient2	p2_t1	229	4	32
patient2	p2_t1	229	5	1
patient2	p2_t1	229	6	17
patient2	p2_t1	230	1	18
patient2	p2_t1	230	2	32
patient2	p2_t1	230	3	0
patient2	p2_t1	230	4	49
patient2	p2_t1	230	5	1
patient2	p2_t1	230	6	0
patient2	p2_t1	231	1	53
patient2	p2_t1	231	2	0
patient2	p2_t1	231	3	0
patient2	p2_t1	231	4	29
patient2	p2_t1	231	5	1
patient2	p2_t1	231	6	17
patient2	p2_t1	232	1	52
patient2	p2_t1	232	2	0
patient2	p2_t1	232	3	0
patient2	p2_t1	232	4	47
patient2	p2_t1	232	5	1
patient2	p2_t1	232	6	0
patient2	p2_t1	233	1	31
patient2	p2_t1	233	2	19
patient2	p2_t1	233	3	0
patient2	p2_t1	233	4	49
patient2	p2_t1	233	5	1
patient2	p2_t1	233	6	0
patient2	p2_t1	234	1	44
patient2	p2_t1	234	2	6
patient2	p2_t1	234	3	0
patient2	p2_t1	234	4	49
patient2	p2_t1	234	5	1
patient2	p2_t1	234	6	0
patient2	p2_t1	235	1	47
patient2	p2_t1	235	2	3
patient2	p2_t1	235	3	0
patient2	p2_t1	235	4	34
patient2	p2_t1	235	5	1
patient2	p2_t1	235	6	15
patient2	p2_t1	236	1	54
patient2	p2_t1	236	2	0
patient2	p2_t1	236	3	0
patient2	p2_t1	236	4	26
patient2	p2_t1	236	5	1
patient2	p2_t1	236	6	19
patient2	p2_t1	237	1	22
patient2	p2_t1	237	2	28
patient2	p2_t1	237	3	0
patient2	p2_t1	237	4	32
patient2	p2_t1	237	5	1
patient2	p2_t1	237	6	17
patient2	p2_t1	238	1	43
patient2	p2_t1	238	2	7
patient2	p2_t1	238	3	0
patient2	p2_t1	238	4	49
patient2	p2_t1	238	5	1
patient2	p2_t1	238	6	0
patient2	p2_t1	239	1	8
patient2	p2_t1	239	2	42
patient2	p2_t1	239	3	0
patient2	p2_t1	239	4	49
patient2	p2_t1	239	5	1
patient2	p2_t1	239	6	0
patient2	p2_t1	240	1	61
patient2	p2_t1	240	2	0
patient2	p2_t1	240	3	0
patient2	p2_t1	240	4	21
patient2	p2_t1	240	5	1
patient2	p2_t1	240	6	17
patient2	p2_t1	241	1	28
patient2	p2_t1	241	2	22
patient2	p2_t1	241	3	0
patient2	p2_t1	241	4	49
patient2	p2_t1	241	5	1
patient2	p2_t1	241	6	0
patient2	p2_t1	242	1	15
patient2	p2_t1	242	2	35
patient2	p2_t1	242	3	0
patient2	p2_t1	242	4	48
patient2	p2_t1	242	5	1
patient2	p2_t1	242	6	1
patient2	p2_t1	243	1	54
patient2	p2_t1	243	2	0
patient2	p2_t1	243	3	0
patient2	p2_t1	243	4	31
patient2	p2_t1	243	5	1
patient2	p2_t1	243	6	14
patient2	p2_t1	244	1	24
patient2	p2_t1	244	2	26
patient2	p2_t1	244	3	0
patient2	p2_t1	244	4	48
patient2	p2_t1	244	5	1
patient2	p2_t1	244	6	1
patient2	p2_t1	245	1	12
patient2	p2_t1	245	2	38
patient2	p2_t1	245	3	0
patient2	p2_t1	245	4	34
patient2	p2_t1	245	5	1
patient2	p2_t1	245	6	15
patient2	p2_t1	246	1	50
patient2	p2_t1	246	2	0
patient2	p2_t1	246	3	0
patient2	p2_t1	246	4	32
patient2	p2_t1	246	5	1
patient2	p2_t1	246	6	17
patient2	p2_t1	247	1	0
patient2	p2_t1	247	2	50
patient2	p2_t1	247	3	0
patient2	p2_t1	247	4	33
patient2	p2_t1	247	5	1
patient2	p2_t1	247	6	16
patient2	p2_t1	248	1	2
patient2	p2_t1	248	2	48
patient2	p2_t1	248	3	0
patient2	p2_t1	248	4	33
patient2	p2_t1	248	5	1
patient2	p2_t1	248	6	16
patient2	p2_t1	249	1	53
patient2	p2_t1	249	2	0
patient2	p2_t1	249	3	0
patient2	p2_t1	249	4	29
patient2	p2_t1	249	5	1
patient2	p2_t1	249	6	17
patient2	p2_t2	0	1	1
patient2	p2_t2	0	2	10
patient2	p2_t2	0	3	23
patient2	p2_t2	0	4	40
patient2	p2_t2	0	5	13
patient2	p2_t2	0	6	13
patient2	p2_t2	1	1	0
patient2	p2_t2	1	2	8
patient2	p2_t2	1	3	27
patient2	p2_t2	1	4	39
patient2	p2_t2	1	5	13
patient2	p2_t2	1	6	13
patient2	p2_t2	2	1	15
patient2	p2_t2	2	2	0
patient2	p2_t2	2	3	20
patient2	p2_t2	2	4	39
patient2	p2_t2	2	5	13
patient2	p2_t2	2	6	13
patient2	p2_t2	3	1	11
patient2	p2_t2	3	2	0
patient2	p2_t2	3	3	25
patient2	p2_t2	3	4	38
patient2	p2_t2	3	5	13
patient2	p2_t2	3	6	13
patient2	p2_t2	4	1	0
patient2	p2_t2	4	2	12
patient2	p2_t2	4	3	22
patient2	p2_t2	4	4	40
patient2	p2_t2	4	5	13
patient2	p2_t2	4	6	13
patient2	p2_t2	5	1	18
patient2	p2_t2	5	2	0
patient2	p2_t2	5	3	16
patient2	p2_t2	5	4	40
patient2	p2_t2	5	5	13
patient2	p2_t2	5	6	13
patient2	p2_t2	6	1	23
patient2	p2_t2	6	2	0
patient2	p2_t2	6	3	11
patient2	p2_t2	6	4	40
patient2	p2_t2	6	5	13
patient2	p2_t2	6	6	13
patient2	p2_t2	7	1	24
patient2	p2_t2	7	2	0
patient2	p2_t2	7	3	13
patient2	p2_t2	7	4	37
patient2	p2_t2	7	5	13
patient2	p2_t2	7	6	13
patient2	p2_t2	8	1	14
patient2	p2_t2	8	2	0
patient2	p2_t2	8	3	20
patient2	p2_t2	8	4	40
patient2	p2_t2	8	5	13
patient2	p2_t2	8	6	13
patient2	p2_t2	9	1	1
patient2	p2_t2	9	2	6
patient2	p2_t2	9	3	28
patient2	p2_t2	9	4	39
patient2	p2_t2	9	5	13
patient2	p2_t2	9	6	13
patient2	p2_t2	10	1	3
patient2	p2_t2	10	2	4
patient2	p2_t2	10	3	25
patient2	p2_t2	10	4	42
patient2	p2_t2	10	5	13
patient2	p2_t2	10	6	13
patient2	p2_t2	11	1	4
patient2	p2_t2	11	2	6
patient2	p2_t2	11	3	26
patient2	p2_t2	11	4	38
patient2	p2_t2	11	5	13
patient2	p2_t2	11	6	13
patient2	p2_t2	12	1	10
patient2	p2_t2	12	2	0
patient2	p2_t2	12	3	27
patient2	p2_t2	12	4	37
patient2	p2_t2	12	5	13
patient2	p2_t2	12	6	13
patient2	p2_t2	13	1	0
patient2	p2_t2	13	2	10
patient2	p2_t2	13	3	27
patient2	p2_t2	13	4	37
patient2	p2_t2	13	5	13
patient2	p2_t2	13	6	13
patient2	p2_t2	14	1	0
patient2	p2_t2	14	2	21
patient2	p2_t2	14	3	25
patient2	p2_t2	14	4	38
patient2	p2_t2	14	5	3
patient2	p2_t2	14	6	13
patient2	p2_t2	15	1	0
patient2	p2_t2	15	2	8
patient2	p2_t2	15	3	27
patient2	p2_t2	15	4	39
patient2	p2_t2	15	5	13
patient2	p2_t2	15	6	13
patient2	p2_t2	16	1	0
patient2	p2_t2	16	2	10
patient2	p2_t2	16	3	26
patient2	p2_t2	16	4	38
patient2	p2_t2	16	5	13
patient2	p2_t2	16	6	13
patient2	p2_t2	17	1	1
patient2	p2_t2	17	2	7
patient2	p2_t2	17	3	27
patient2	p2_t2	17	4	39
patient2	p2_t2	17	5	13
patient2	p2_t2	17	6	13
patient2	p2_t2	18	1	19
patient2	p2_t2	18	2	0
patient2	p2_t2	18	3	16
patient2	p2_t2	18	4	39
patient2	p2_t2	18	5	13
patient2	p2_t2	18	6	13
patient2	p2_t2	19	1	19
patient2	p2_t2	19	2	0
patient2	p2_t2	19	3	16
patient2	p2_t2	19	4	39
patient2	p2_t2	19	5	13
patient2	p2_t2	19	6	13
patient2	p2_t2	20	1	22
patient2	p2_t2	20	2	0
patient2	p2_t2	20	3	12
patient2	p2_t2	20	4	40
patient2	p2_t2	20	5	13
patient2	p2_t2	20	6	13
patient2	p2_t2	21	1	0
patient2	p2_t2	21	2	11
patient2	p2_t2	21	3	24
patient2	p2_t2	21	4	39
patient2	p2_t2	21	5	13
patient2	p2_t2	21	6	13
patient2	p2_t2	22	1	8
patient2	p2_t2	22	2	1
patient2	p2_t2	22	3	25
patient2	p2_t2	22	4	40
patient2	p2_t2	22	5	13
patient2	p2_t2	22	6	13
patient2	p2_t2	23	1	27
patient2	p2_t2	23	2	0
patient2	p2_t2	23	3	9
patient2	p2_t2	23	4	38
patient2	p2_t2	23	5	13
patient2	p2_t2	23	6	13
patient2	p2_t2	24	1	0
patient2	p2_t2	24	2	10
patient2	p2_t2	24	3	30
patient2	p2_t2	24	4	37
patient2	p2_t2	24	5	10
patient2	p2_t2	24	6	13
patient2	p2_t2	25	1	0
patient2	p2_t2	25	2	10
patient2	p2_t2	25	3	29
patient2	p2_t2	25	4	38
patient2	p2_t2	25	5	10
patient2	p2_t2	25	6	13
patient2	p2_t2	26	1	0
patient2	p2_t2	26	2	15
patient2	p2_t2	26	3	26
patient2	p2_t2	26	4	40
patient2	p2_t2	26	5	6
patient2	p2_t2	26	6	13
patient2	p2_t2	27	1	0
patient2	p2_t2	27	2	19
patient2	p2_t2	27	3	25
patient2	p2_t2	27	4	40
patient2	p2_t2	27	5	3
patient2	p2_t2	27	6	13
patient2	p2_t2	28	1	0
patient2	p2_t2	28	2	12
patient2	p2_t2	28	3	26
patient2	p2_t2	28	4	38
patient2	p2_t2	28	5	11
patient2	p2_t2	28	6	13
patient2	p2_t2	29	1	4
patient2	p2_t2	29	2	3
patient2	p2_t2	29	3	26
patient2	p2_t2	29	4	41
patient2	p2_t2	29	5	13
patient2	p2_t2	29	6	13
patient2	p2_t2	30	1	0
patient2	p2_t2	30	2	12
patient2	p2_t2	30	3	23
patient2	p2_t2	30	4	39
patient2	p2_t2	30	5	13
patient2	p2_t2	30	6	13
patient2	p2_t2	31	1	0
patient2	p2_t2	31	2	10
patient2	p2_t2	31	3	26
patient2	p2_t2	31	4	38
patient2	p2_t2	31	5	13
patient2	p2_t2	31	6	13
patient2	p2_t2	32	1	0
patient2	p2_t2	32	2	22
patient2	p2_t2	32	3	23
patient2	p2_t2	32	4	40
patient2	p2_t2	32	5	2
patient2	p2_t2	32	6	13
patient2	p2_t2	33	1	0
patient2	p2_t2	33	2	20
patient2	p2_t2	33	3	28
patient2	p2_t2	33	4	39
patient2	p2_t2	33	5	0
patient2	p2_t2	33	6	13
patient2	p2_t2	34	1	0
patient2	p2_t2	34	2	14
patient2	p2_t2	34	3	23
patient2	p2_t2	34	4	39
patient2	p2_t2	34	5	11
patient2	p2_t2	34	6	13
patient2	p2_t2	35	1	0
patient2	p2_t2	35	2	16
patient2	p2_t2	35	3	27
patient2	p2_t2	35	4	38
patient2	p2_t2	35	5	6
patient2	p2_t2	35	6	13
patient2	p2_t2	36	1	3
patient2	p2_t2	36	2	5
patient2	p2_t2	36	3	27
patient2	p2_t2	36	4	39
patient2	p2_t2	36	5	13
patient2	p2_t2	36	6	13
patient2	p2_t2	37	1	0
patient2	p2_t2	37	2	7
patient2	p2_t2	37	3	27
patient2	p2_t2	37	4	40
patient2	p2_t2	37	5	13
patient2	p2_t2	37	6	13
patient2	p2_t2	38	1	0
patient2	p2_t2	38	2	5
patient2	p2_t2	38	3	31
patient2	p2_t2	38	4	38
patient2	p2_t2	38	5	13
patient2	p2_t2	38	6	13
patient2	p2_t2	39	1	0
patient2	p2_t2	39	2	8
patient2	p2_t2	39	3	25
patient2	p2_t2	39	4	41
patient2	p2_t2	39	5	13
patient2	p2_t2	39	6	13
patient2	p2_t2	40	1	4
patient2	p2_t2	40	2	8
patient2	p2_t2	40	3	25
patient2	p2_t2	40	4	37
