Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient2	p2_t1	800	1	2
patient2	p2_t1	800	2	48
patient2	p2_t1	800	3	13
patient2	p2_t1	800	4	1
patient2	p2_t1	800	5	24
patient2	p2_t1	800	6	12
patient2	p2_t1	801	1	2
patient2	p2_t1	801	2	48
patient2	p2_t1	801	3	23
patient2	p2_t1	801	4	1
patient2	p2_t1	801	5	21
patient2	p2_t1	801	6	5
patient2	p2_t1	802	1	2
patient2	p2_t1	802	2	48
patient2	p2_t1	802	3	25
patient2	p2_t1	802	4	1
patient2	p2_t1	802	5	23
patient2	p2_t1	802	6	1
patient2	p2_t1	803	1	3
patient2	p2_t1	803	2	47
patient2	p2_t1	803	3	21
patient2	p2_t1	803	4	1
patient2	p2_t1	803	5	25
patient2	p2_t1	803	6	3
patient2	p2_t1	804	1	2
patient2	p2_t1	804	2	48
patient2	p2_t1	804	3	18
patient2	p2_t1	804	4	1
patient2	p2_t1	804	5	22
patient2	p2_t1	804	6	9
patient2	p2_t1	805	1	2
patient2	p2_t1	805	2	48
patient2	p2_t1	805	3	9
patient2	p2_t1	805	4	1
patient2	p2_t1	805	5	24
patient2	p2_t1	805	6	16
patient2	p2_t1	806	1	3
patient2	p2_t1	806	2	48
patient2	p2_t1	806	3	24
patient2	p2_t1	806	4	1
patient2	p2_t1	806	5	22
patient2	p2_t1	806	6	2
patient2	p2_t1	807	1	2
patient2	p2_t1	807	2	48
patient2	p2_t1	807	3	23
patient2	p2_t1	807	4	1
patient2	p2_t1	807	5	23
patient2	p2_t1	807	6	3
patient2	p2_t1	808	1	2
patient2	p2_t1	808	2	48
patient2	p2_t1	808	3	24
patient2	p2_t1	808	4	1
patient2	p2_t1	808	5	20
patient2	p2_t1	808	6	5
patient2	p2_t1	809	1	2
patient2	p2_t1	809	2	48
patient2	p2_t1	809	3	19
patient2	p2_t1	809	4	1
patient2	p2_t1	809	5	21
patient2	p2_t1	809	6	9
patient2	p2_t1	810	1	2
patient2	p2_t1	810	2	48
patient2	p2_t1	810	3	24
patient2	p2_t1	810	4	1
patient2	p2_t1	810	5	22
patient2	p2_t1	810	6	3
patient2	p2_t1	811	1	2
patient2	p2_t1	811	2	48
patient2	p2_t1	811	3	26
patient2	p2_t1	811	4	1
patient2	p2_t1	811	5	22
patient2	p2_t1	811	6	1
patient2	p2_t1	812	1	2
patient2	p2_t1	812	2	48
patient2	p2_t1	812	3	25
patient2	p2_t1	812	4	1
patient2	p2_t1	812	5	23
patient2	p2_t1	812	6	1
patient2	p2_t1	813	1	2
patient2	p2_t1	813	2	48
patient2	p2_t1	813	3	25
patient2	p2_t1	813	4	1
patient2	p2_t1	813	5	21
patient2	p2_t1	813	6	3
patient2	p2_t1	814	1	3
patient2	p2_t1	814	2	48
patient2	p2_t1	814	3	28
patient2	p2_t1	814	4	1
patient2	p2_t1	814	5	19
patient2	p2_t1	814	6	1
patient2	p2_t1	815	1	2
patient2	p2_t1	815	2	48
patient2	p2_t1	815	3	22
patient2	p2_t1	815	4	1
patient2	p2_t1	815	5	21
patient2	p2_t1	815	6	6
patient2	p2_t1	816	1	2
patient2	p2_t1	816	2	48
patient2	p2_t1	816	3	29
patient2	p2_t1	816	4	1
patient2	p2_t1	816	5	19
patient2	p2_t1	816	6	1
patient2	p2_t1	817	1	2
patient2	p2_t1	817	2	48
patient2	p2_t1	817	3	24
patient2	p2_t1	817	4	1
patient2	p2_t1	817	5	23
patient2	p2_t1	817	6	2
patient2	p2_t1	818	1	2
patient2	p2_t1	818	2	48
patient2	p2_t1	818	3	21
patient2	p2_t1	818	4	1
patient2	p2_t1	818	5	22
patient2	p2_t1	818	6	6
patient2	p2_t1	819	1	2
patient2	p2_t1	819	2	48
patient2	p2_t1	819	3	15
patient2	p2_t1	819	4	1
patient2	p2_t1	819	5	24
patient2	p2_t1	819	6	10
patient2	p2_t1	820	1	2
patient2	p2_t1	820	2	48
patient2	p2_t1	820	3	6
patient2	p2_t1	820	4	1
patient2	p2_t1	820	5	22
patient2	p2_t1	820	6	21
patient2	p2_t1	821	1	2
patient2	p2_t1	821	2	48
patient2	p2_t1	821	3	24
patient2	p2_t1	821	4	1
patient2	p2_t1	821	5	21
patient2	p2_t1	821	6	4
patient2	p2_t1	822	1	2
patient2	p2_t1	822	2	48
patient2	p2_t1	822	3	3
patient2	p2_t1	822	4	1
patient2	p2_t1	822	5	20
patient2	p2_t1	822	6	26
patient2	p2_t1	823	1	2
patient2	p2_t1	823	2	48
patient2	p2_t1	823	3	0
patient2	p2_t1	823	4	1
patient2	p2_t1	823	5	22
patient2	p2_t1	823	6	27
patient2	p2_t1	824	1	2
patient2	p2_t1	824	2	48
patient2	p2_t1	824	3	27
patient2	p2_t1	824	4	1
patient2	p2_t1	824	5	21
patient2	p2_t1	824	6	1
patient2	p2_t1	825	1	3
patient2	p2_t1	825	2	48
patient2	p2_t1	825	3	18
patient2	p2_t1	825	4	1
patient2	p2_t1	825	5	22
patient2	p2_t1	825	6	8
patient2	p2_t1	826	1	2
patient2	p2_t1	826	2	48
patient2	p2_t1	826	3	0
patient2	p2_t1	826	4	1
patient2	p2_t1	826	5	22
patient2	p2_t1	826	6	27
patient2	p2_t1	827	1	2
patient2	p2_t1	827	2	48
patient2	p2_t1	827	3	22
patient2	p2_t1	827	4	1
patient2	p2_t1	827	5	20
patient2	p2_t1	827	6	7
patient2	p2_t1	828	1	5
patient2	p2_t1	828	2	45
patient2	p2_t1	828	3	9
patient2	p2_t1	828	4	1
patient2	p2_t1	828	5	23
patient2	p2_t1	828	6	17
patient2	p2_t1	829	1	2
patient2	p2_t1	829	2	48
patient2	p2_t1	829	3	7
patient2	p2_t1	829	4	1
patient2	p2_t1	829	5	21
patient2	p2_t1	829	6	21
patient2	p2_t1	830	1	3
patient2	p2_t1	830	2	47
patient2	p2_t1	830	3	5
patient2	p2_t1	830	4	1
patient2	p2_t1	830	5	22
patient2	p2_t1	830	6	22
patient2	p2_t1	831	1	2
patient2	p2_t1	831	2	48
patient2	p2_t1	831	3	18
patient2	p2_t1	831	4	1
patient2	p2_t1	831	5	25
patient2	p2_t1	831	6	6
patient2	p2_t1	832	1	3
patient2	p2_t1	832	2	47
patient2	p2_t1	832	3	9
patient2	p2_t1	832	4	1
patient2	p2_t1	832	5	24
patient2	p2_t1	832	6	16
patient2	p2_t1	833	1	4
patient2	p2_t1	833	2	48
patient2	p2_t1	833	3	12
patient2	p2_t1	833	4	1
patient2	p2_t1	833	5	22
patient2	p2_t1	833	6	13
patient2	p2_t1	834	1	2
patient2	p2_t1	834	2	48
patient2	p2_t1	834	3	28
patient2	p2_t1	834	4	1
patient2	p2_t1	834	5	20
patient2	p2_t1	834	6	1
patient2	p2_t1	835	1	3
patient2	p2_t1	835	2	47
patient2	p2_t1	835	3	7
patient2	p2_t1	835	4	1
patient2	p2_t1	835	5	22
patient2	p2_t1	835	6	20
patient2	p2_t1	836	1	2
patient2	p2_t1	836	2	48
patient2	p2_t1	836	3	23
patient2	p2_t1	836	4	1
patient2	p2_t1	836	5	20
patient2	p2_t1	836	6	6
patient2	p2_t1	837	1	2
patient2	p2_t1	837	2	48
patient2	p2_t1	837	3	9
patient2	p2_t1	837	4	1
patient2	p2_t1	837	5	22
patient2	p2_t1	837	6	18
patient2	p2_t1	838	1	2
patient2	p2_t1	838	2	48
patient2	p2_t1	838	3	10
patient2	p2_t1	838	4	1
patient2	p2_t1	838	5	20
patient2	p2_t1	838	6	19
patient2	p2_t1	839	1	3
patient2	p2_t1	839	2	48
patient2	p2_t1	839	3	20
patient2	p2_t1	839	4	1
patient2	p2_t1	839	5	24
patient2	p2_t1	839	6	4
patient2	p2_t1	840	1	3
patient2	p2_t1	840	2	47
patient2	p2_t1	840	3	22
patient2	p2_t1	840	4	1
patient2	p2_t1	840	5	21
patient2	p2_t1	840	6	6
patient2	p2_t1	841	1	2
patient2	p2_t1	841	2	48
patient2	p2_t1	841	3	14
patient2	p2_t1	841	4	1
patient2	p2_t1	841	5	21
patient2	p2_t1	841	6	14
patient2	p2_t1	842	1	2
patient2	p2_t1	842	2	48
patient2	p2_t1	842	3	24
patient2	p2_t1	842	4	1
patient2	p2_t1	842	5	22
patient2	p2_t1	842	6	3
patient2	p2_t1	843	1	3
patient2	p2_t1	843	2	47
patient2	p2_t1	843	3	18
patient2	p2_t1	843	4	1
patient2	p2_t1	843	5	24
patient2	p2_t1	843	6	7
patient2	p2_t1	844	1	2
patient2	p2_t1	844	2	48
patient2	p2_t1	844	3	21
patient2	p2_t1	844	4	1
patient2	p2_t1	844	5	23
patient2	p2_t1	844	6	5
patient2	p2_t1	845	1	2
patient2	p2_t1	845	2	48
patient2	p2_t1	845	3	24
patient2	p2_t1	845	4	1
patient2	p2_t1	845	5	22
patient2	p2_t1	845	6	3
patient2	p2_t1	846	1	2
patient2	p2_t1	846	2	48
patient2	p2_t1	846	3	23
patient2	p2_t1	846	4	1
patient2	p2_t1	846	5	18
patient2	p2_t1	846	6	8
patient2	p2_t1	847	1	3
patient2	p2_t1	847	2	48
patient2	p2_t1	847	3	14
patient2	p2_t1	847	4	1
patient2	p2_t1	847	5	23
patient2	p2_t1	847	6	11
patient2	p2_t1	848	1	2
patient2	p2_t1	848	2	48
patient2	p2_t1	848	3	22
patient2	p2_t1	848	4	1
patient2	p2_t1	848	5	21
patient2	p2_t1	848	6	6
patient2	p2_t1	849	1	2
patient2	p2_t1	849	2	48
patient2	p2_t1	849	3	24
patient2	p2_t1	849	4	1
patient2	p2_t1	849	5	20
patient2	p2_t1	849	6	5
patient2	p2_t1	850	1	2
patient2	p2_t1	850	2	48
patient2	p2_t1	850	3	25
patient2	p2_t1	850	4	1
patient2	p2_t1	850	5	20
patient2	p2_t1	850	6	4
patient2	p2_t1	851	1	2
patient2	p2_t1	851	2	48
patient2	p2_t1	851	3	22
patient2	p2_t1	851	4	1
patient2	p2_t1	851	5	21
patient2	p2_t1	851	6	6
patient2	p2_t1	852	1	3
patient2	p2_t1	852	2	47
patient2	p2_t1	852	3	24
patient2	p2_t1	852	4	1
patient2	p2_t1	852	5	23
patient2	p2_t1	852	6	2
patient2	p2_t1	853	1	3
patient2	p2_t1	853	2	48
patient2	p2_t1	853	3	20
patient2	p2_t1	853	4	1
patient2	p2_t1	853	5	22
patient2	p2_t1	853	6	6
patient2	p2_t1	854	1	2
patient2	p2_t1	854	2	48
patient2	p2_t1	854	3	8
patient2	p2_t1	854	4	1
patient2	p2_t1	854	5	24
patient2	p2_t1	854	6	17
patient2	p2_t1	855	1	2
patient2	p2_t1	855	2	48
patient2	p2_t1	855	3	8
patient2	p2_t1	855	4	1
patient2	p2_t1	855	5	24
patient2	p2_t1	855	6	17
patient2	p2_t1	856	1	2
patient2	p2_t1	856	2	48
patient2	p2_t1	856	3	15
patient2	p2_t1	856	4	1
patient2	p2_t1	856	5	22
patient2	p2_t1	856	6	12
patient2	p2_t1	857	1	2
patient2	p2_t1	857	2	48
patient2	p2_t1	857	3	12
patient2	p2_t1	857	4	1
patient2	p2_t1	857	5	23
patient2	p2_t1	857	6	14
patient2	p2_t1	858	1	2
patient2	p2_t1	858	2	48
patient2	p2_t1	858	3	8
patient2	p2_t1	858	4	1
patient2	p2_t1	858	5	19
patient2	p2_t1	858	6	22
patient2	p2_t1	859	1	2
patient2	p2_t1	859	2	48
patient2	p2_t1	859	3	14
patient2	p2_t1	859	4	1
patient2	p2_t1	859	5	23
patient2	p2_t1	859	6	12
patient2	p2_t1	860	1	2
patient2	p2_t1	860	2	48
patient2	p2_t1	860	3	23
patient2	p2_t1	860	4	1
patient2	p2_t1	860	5	24
patient2	p2_t1	860	6	2
patient2	p2_t1	861	1	2
patient2	p2_t1	861	2	48
patient2	p2_t1	861	3	10
patient2	p2_t1	861	4	1
patient2	p2_t1	861	5	21
patient2	p2_t1	861	6	18
patient2	p2_t1	862	1	2
patient2	p2_t1	862	2	48
patient2	p2_t1	862	3	15
patient2	p2_t1	862	4	1
patient2	p2_t1	862	5	24
patient2	p2_t1	862	6	10
patient2	p2_t1	863	1	2
patient2	p2_t1	863	2	48
patient2	p2_t1	863	3	14
patient2	p2_t1	863	4	1
patient2	p2_t1	863	5	22
patient2	p2_t1	863	6	13
patient2	p2_t1	864	1	2
patient2	p2_t1	864	2	48
patient2	p2_t1	864	3	10
patient2	p2_t1	864	4	1
patient2	p2_t1	864	5	25
patient2	p2_t1	864	6	14
patient2	p2_t1	865	1	2
patient2	p2_t1	865	2	48
patient2	p2_t1	865	3	24
patient2	p2_t1	865	4	1
patient2	p2_t1	865	5	23
patient2	p2_t1	865	6	2
patient2	p2_t1	866	1	2
patient2	p2_t1	866	2	48
patient2	p2_t1	866	3	26
patient2	p2_t1	866	4	1
patient2	p2_t1	866	5	18
patient2	p2_t1	866	6	5
patient2	p2_t1	867	1	2
patient2	p2_t1	867	2	48
patient2	p2_t1	867	3	24
patient2	p2_t1	867	4	1
patient2	p2_t1	867	5	23
patient2	p2_t1	867	6	2
patient2	p2_t1	868	1	3
patient2	p2_t1	868	2	47
patient2	p2_t1	868	3	13
patient2	p2_t1	868	4	1
patient2	p2_t1	868	5	22
patient2	p2_t1	868	6	14
patient2	p2_t1	869	1	2
patient2	p2_t1	869	2	48
patient2	p2_t1	869	3	18
patient2	p2_t1	869	4	1
patient2	p2_t1	869	5	21
patient2	p2_t1	869	6	10
patient2	p2_t1	870	1	3
patient2	p2_t1	870	2	48
patient2	p2_t1	870	3	22
patient2	p2_t1	870	4	1
patient2	p2_t1	870	5	20
patient2	p2_t1	870	6	6
patient2	p2_t1	871	1	2
patient2	p2_t1	871	2	48
patient2	p2_t1	871	3	7
patient2	p2_t1	871	4	1
patient2	p2_t1	871	5	23
patient2	p2_t1	871	6	19
patient2	p2_t1	872	1	5
patient2	p2_t1	872	2	45
patient2	p2_t1	872	3	20
patient2	p2_t1	872	4	1
patient2	p2_t1	872	5	24
patient2	p2_t1	872	6	5
patient2	p2_t1	873	1	2
patient2	p2_t1	873	2	48
patient2	p2_t1	873	3	23
patient2	p2_t1	873	4	1
patient2	p2_t1	873	5	20
patient2	p2_t1	873	6	6
patient2	p2_t1	874	1	2
patient2	p2_t1	874	2	48
patient2	p2_t1	874	3	15
patient2	p2_t1	874	4	1
patient2	p2_t1	874	5	21
patient2	p2_t1	874	6	13
patient2	p2_t1	875	1	5
patient2	p2_t1	875	2	46
patient2	p2_t1	875	3	19
patient2	p2_t1	875	4	1
patient2	p2_t1	875	5	20
patient2	p2_t1	875	6	9
patient2	p2_t1	876	1	2
patient2	p2_t1	876	2	48
patient2	p2_t1	876	3	23
patient2	p2_t1	876	4	1
patient2	p2_t1	876	5	21
patient2	p2_t1	876	6	5
patient2	p2_t1	877	1	3
patient2	p2_t1	877	2	48
patient2	p2_t1	877	3	22
patient2	p2_t1	877	4	1
patient2	p2_t1	877	5	23
patient2	p2_t1	877	6	3
patient2	p2_t1	878	1	4
patient2	p2_t1	878	2	46
patient2	p2_t1	878	3	17
patient2	p2_t1	878	4	1
patient2	p2_t1	878	5	19
patient2	p2_t1	878	6	13
patient2	p2_t1	879	1	2
patient2	p2_t1	879	2	48
patient2	p2_t1	879	3	20
patient2	p2_t1	879	4	1
patient2	p2_t1	879	5	22
patient2	p2_t1	879	6	7
patient2	p2_t1	880	1	3
patient2	p2_t1	880	2	47
patient2	p2_t1	880	3	9
patient2	p2_t1	880	4	1
patient2	p2_t1	880	5	20
patient2	p2_t1	880	6	20
patient2	p2_t1	881	1	4
patient2	p2_t1	881	2	46
patient2	p2_t1	881	3	11
patient2	p2_t1	881	4	1
patient2	p2_t1	881	5	22
patient2	p2_t1	881	6	16
patient2	p2_t1	882	1	2
patient2	p2_t1	882	2	48
patient2	p2_t1	882	3	16
patient2	p2_t1	882	4	1
patient2	p2_t1	882	5	21
patient2	p2_t1	882	6	12
patient2	p2_t1	883	1	2
patient2	p2_t1	883	2	48
patient2	p2_t1	883	3	18
patient2	p2_t1	883	4	1
patient2	p2_t1	883	5	23
patient2	p2_t1	883	6	8
patient2	p2_t1	884	1	4
patient2	p2_t1	884	2	47
patient2	p2_t1	884	3	23
patient2	p2_t1	884	4	1
patient2	p2_t1	884	5	18
patient2	p2_t1	884	6	7
patient2	p2_t1	885	1	3
patient2	p2_t1	885	2	47
patient2	p2_t1	885	3	25
patient2	p2_t1	885	4	1
patient2	p2_t1	885	5	21
patient2	p2_t1	885	6	3
patient2	p2_t1	886	1	2
patient2	p2_t1	886	2	48
patient2	p2_t1	886	3	25
patient2	p2_t1	886	4	1
patient2	p2_t1	886	5	22
patient2	p2_t1	886	6	2
patient2	p2_t1	887	1	2
patient2	p2_t1	887	2	48
patient2	p2_t1	887	3	10
patient2	p2_t1	887	4	1
patient2	p2_t1	887	5	25
patient2	p2_t1	887	6	14
patient2	p2_t1	888	1	3
patient2	p2_t1	888	2	48
patient2	p2_t1	888	3	24
patient2	p2_t1	888	4	1
patient2	p2_t1	888	5	22
patient2	p2_t1	888	6	2
patient2	p2_t1	889	1	3
patient2	p2_t1	889	2	47
patient2	p2_t1	889	3	24
patient2	p2_t1	889	4	1
patient2	p2_t1	889	5	23
patient2	p2_t1	889	6	2
patient2	p2_t1	890	1	2
patient2	p2_t1	890	2	48
patient2	p2_t1	890	3	25
patient2	p2_t1	890	4	1
patient2	p2_t1	890	5	21
patient2	p2_t1	890	6	3
patient2	p2_t1	891	1	2
patient2	p2_t1	891	2	48
patient2	p2_t1	891	3	28
patient2	p2_t1	891	4	1
patient2	p2_t1	891	5	20
patient2	p2_t1	891	6	1
patient2	p2_t1	892	1	2
patient2	p2_t1	892	2	48
patient2	p2_t1	892	3	21
patient2	p2_t1	892	4	1
patient2	p2_t1	892	5	22
patient2	p2_t1	892	6	6
patient2	p2_t1	893	1	2
patient2	p2_t1	893	2	48
patient2	p2_t1	893	3	21
patient2	p2_t1	893	4	1
patient2	p2_t1	893	5	22
patient2	p2_t1	893	6	6
patient2	p2_t1	894	1	2
patient2	p2_t1	894	2	48
patient2	p2_t1	894	3	7
patient2	p2_t1	894	4	1
patient2	p2_t1	894	5	24
patient2	p2_t1	894	6	18
patient2	p2_t1	895	1	2
patient2	p2_t1	895	2	48
patient2	p2_t1	895	3	20
patient2	p2_t1	895	4	1
patient2	p2_t1	895	5	22
patient2	p2_t1	895	6	7
patient2	p2_t1	896	1	2
patient2	p2_t1	896	2	48
patient2	p2_t1	896	3	22
patient2	p2_t1	896	4	1
patient2	p2_t1	896	5	22
patient2	p2_t1	896	6	5
patient2	p2_t1	897	1	2
patient2	p2_t1	897	2	48
patient2	p2_t1	897	3	27
patient2	p2_t1	897	4	1
patient2	p2_t1	897	5	19
patient2	p2_t1	897	6	3
patient2	p2_t1	898	1	2
patient2	p2_t1	898	2	48
patient2	p2_t1	898	3	22
patient2	p2_t1	898	4	1
patient2	p2_t1	898	5	21
patient2	p2_t1	898	6	6
patient2	p2_t1	899	1	3
patient2	p2_t1	899	2	48
patient2	p2_t1	899	3	17
patient2	p2_t1	899	4	1
patient2	p2_t1	899	5	24
patient2	p2_t1	899	6	7
patient2	p2_t1	900	1	2
patient2	p2_t1	900	2	48
patient2	p2_t1	900	3	21
patient2	p2_t1	900	4	1
patient2	p2_t1	900	5	23
patient2	p2_t1	900	6	5
patient2	p2_t1	901	1	3
patient2	p2_t1	901	2	47
patient2	p2_t1	901	3	19
patient2	p2_t1	901	4	1
patient2	p2_t1	901	5	21
patient2	p2_t1	901	6	9
patient2	p2_t1	902	1	2
patient2	p2_t1	902	2	48
patient2	p2_t1	902	3	24
patient2	p2_t1	902	4	1
patient2	p2_t1	902	5	20
patient2	p2_t1	902	6	5
patient2	p2_t1	903	1	3
patient2	p2_t1	903	2	47
patient2	p2_t1	903	3	20
patient2	p2_t1	903	4	1
patient2	p2_t1	903	5	24
patient2	p2_t1	903	6	5
patient2	p2_t1	904	1	2
patient2	p2_t1	904	2	48
patient2	p2_t1	904	3	26
patient2	p2_t1	904	4	1
patient2	p2_t1	904	5	20
patient2	p2_t1	904	6	3
patient2	p2_t1	905	1	4
patient2	p2_t1	905	2	46
patient2	p2_t1	905	3	0
patient2	p2_t1	905	4	1
patient2	p2_t1	905	5	21
patient2	p2_t1	905	6	28
patient2	p2_t1	906	1	2
patient2	p2_t1	906	2	48
patient2	p2_t1	906	3	25
patient2	p2_t1	906	4	1
patient2	p2_t1	906	5	20
patient2	p2_t1	906	6	4
patient2	p2_t1	907	1	2
patient2	p2_t1	907	2	48
patient2	p2_t1	907	3	18
patient2	p2_t1	907	4	1
patient2	p2_t1	907	5	21
patient2	p2_t1	907	6	10
patient2	p2_t1	908	1	2
patient2	p2_t1	908	2	48
patient2	p2_t1	908	3	21
patient2	p2_t1	908	4	1
patient2	p2_t1	908	5	23
patient2	p2_t1	908	6	5
patient2	p2_t1	909	1	4
patient2	p2_t1	909	2	46
patient2	p2_t1	909	3	20
patient2	p2_t1	909	4	1
patient2	p2_t1	909	5	22
patient2	p2_t1	909	6	7
patient2	p2_t1	910	1	2
patient2	p2_t1	910	2	48
patient2	p2_t1	910	3	10
patient2	p2_t1	910	4	1
patient2	p2_t1	910	5	24
patient2	p2_t1	910	6	15
patient2	p2_t1	911	1	3
patient2	p2_t1	911	2	47
patient2	p2_t1	911	3	19
patient2	p2_t1	911	4	1
patient2	p2_t1	911	5	23
patient2	p2_t1	911	6	7
patient2	p2_t1	912	1	2
patient2	p2_t1	912	2	48
patient2	p2_t1	912	3	20
patient2	p2_t1	912	4	1
patient2	p2_t1	912	5	22
patient2	p2_t1	912	6	7
patient2	p2_t1	913	1	2
patient2	p2_t1	913	2	48
patient2	p2_t1	913	3	23
patient2	p2_t1	913	4	1
patient2	p2_t1	913	5	22
patient2	p2_t1	913	6	4
patient2	p2_t1	914	1	3
patient2	p2_t1	914	2	48
patient2	p2_t1	914	3	17
patient2	p2_t1	914	4	1
patient2	p2_t1	914	5	19
patient2	p2_t1	914	6	12
patient2	p2_t1	915	1	4
patient2	p2_t1	915	2	47
patient2	p2_t1	915	3	20
patient2	p2_t1	915	4	1
patient2	p2_t1	915	5	23
patient2	p2_t1	915	6	5
patient2	p2_t1	916	1	2
patient2	p2_t1	916	2	48
patient2	p2_t1	916	3	15
patient2	p2_t1	916	4	1
patient2	p2_t1	916	5	19
patient2	p2_t1	916	6	15
patient2	p2_t1	917	1	3
patient2	p2_t1	917	2	47
patient2	p2_t1	917	3	23
patient2	p2_t1	917	4	1
patient2	p2_t1	917	5	24
patient2	p2_t1	917	6	2
patient2	p2_t1	918	1	3
patient2	p2_t1	918	2	47
patient2	p2_t1	918	3	17
patient2	p2_t1	918	4	1
patient2	p2_t1	918	5	23
patient2	p2_t1	918	6	9
patient2	p2_t1	919	1	2
patient2	p2_t1	919	2	48
patient2	p2_t1	919	3	24
patient2	p2_t1	919	4	1
patient2	p2_t1	919	5	22
patient2	p2_t1	919	6	3
patient2	p2_t1	920	1	3
patient2	p2_t1	920	2	48
patient2	p2_t1	920	3	17
patient2	p2_t1	920	4	1
patient2	p2_t1	920	5	24
patient2	p2_t1	920	6	7
patient2	p2_t1	921	1	2
patient2	p2_t1	921	2	48
patient2	p2_t1	921	3	19
patient2	p2_t1	921	4	1
patient2	p2_t1	921	5	19
patient2	p2_t1	921	6	11
patient2	p2_t1	922	1	3
patient2	p2_t1	922	2	47
patient2	p2_t1	922	3	18
patient2	p2_t1	922	4	1
patient2	p2_t1	922	5	19
patient2	p2_t1	922	6	12
patient2	p2_t1	923	1	2
patient2	p2_t1	923	2	48
patient2	p2_t1	923	3	15
patient2	p2_t1	923	4	1
patient2	p2_t1	923	5	23
patient2	p2_t1	923	6	11
patient2	p2_t1	924	1	2
patient2	p2_t1	924	2	48
patient2	p2_t1	924	3	22
patient2	p2_t1	924	4	1
patient2	p2_t1	924	5	20
patient2	p2_t1	924	6	7
patient2	p2_t1	925	1	2
patient2	p2_t1	925	2	48
patient2	p2_t1	925	3	22
patient2	p2_t1	925	4	1
patient2	p2_t1	925	5	23
patient2	p2_t1	925	6	4
patient2	p2_t1	926	1	2
patient2	p2_t1	926	2	48
patient2	p2_t1	926	3	29
patient2	p2_t1	926	4	1
patient2	p2_t1	926	5	19
patient2	p2_t1	926	6	1
patient2	p2_t1	927	1	5
patient2	p2_t1	927	2	45
patient2	p2_t1	927	3	25
patient2	p2_t1	927	4	1
patient2	p2_t1	927	5	20
patient2	p2_t1	927	6	4
patient2	p2_t1	928	1	2
patient2	p2_t1	928	2	48
patient2	p2_t1	928	3	21
patient2	p2_t1	928	4	1
patient2	p2_t1	928	5	26
patient2	p2_t1	928	6	2
patient2	p2_t1	929	1	2
patient2	p2_t1	929	2	48
patient2	p2_t1	929	3	21
patient2	p2_t1	929	4	1
patient2	p2_t1	929	5	21
patient2	p2_t1	929	6	7
patient2	p2_t1	930	1	2
patient2	p2_t1	930	2	48
patient2	p2_t1	930	3	20
patient2	p2_t1	930	4	1
patient2	p2_t1	930	5	20
patient2	p2_t1	930	6	9
patient2	p2_t1	931	1	2
patient2	p2_t1	931	2	48
patient2	p2_t1	931	3	22
patient2	p2_t1	931	4	1
patient2	p2_t1	931	5	19
patient2	p2_t1	931	6	8
patient2	p2_t1	932	1	2
patient2	p2_t1	932	2	48
patient2	p2_t1	932	3	21
patient2	p2_t1	932	4	1
patient2	p2_t1	932	5	21
patient2	p2_t1	932	6	7
patient2	p2_t1	933	1	2
patient2	p2_t1	933	2	48
patient2	p2_t1	933	3	22
patient2	p2_t1	933	4	1
patient2	p2_t1	933	5	19
patient2	p2_t1	933	6	8
patient2	p2_t1	934	1	2
patient2	p2_t1	934	2	48
patient2	p2_t1	934	3	16
patient2	p2_t1	934	4	1
patient2	p2_t1	934	5	23
patient2	p2_t1	934	6	10
patient2	p2_t1	935	1	2
patient2	p2_t1	935	2	48
patient2	p2_t1	935	3	23
patient2	p2_t1	935	4	1
patient2	p2_t1	935	5	20
patient2	p2_t1	935	6	6
patient2	p2_t1	936	1	2
patient2	p2_t1	936	2	48
patient2	p2_t1	936	3	25
patient2	p2_t1	936	4	1
patient2	p2_t1	936	5	21
patient2	p2_t1	936	6	3
patient2	p2_t1	937	1	2
patient2	p2_t1	937	2	48
patient2	p2_t1	937	3	20
patient2	p2_t1	937	4	1
patient2	p2_t1	937	5	22
patient2	p2_t1	937	6	7
patient2	p2_t1	938	1	2
patient2	p2_t1	938	2	48
patient2	p2_t1	938	3	19
patient2	p2_t1	938	4	1
patient2	p2_t1	938	5	20
patient2	p2_t1	938	6	10
patient2	p2_t1	939	1	2
patient2	p2_t1	939	2	48
patient2	p2_t1	939	3	23
patient2	p2_t1	939	4	1
patient2	p2_t1	939	5	23
patient2	p2_t1	939	6	3
patient2	p2_t1	940	1	3
patient2	p2_t1	940	2	48
patient2	p2_t1	940	3	12
patient2	p2_t1	940	4	1
patient2	p2_t1	940	5	22
patient2	p2_t1	940	6	14
patient2	p2_t1	941	1	3
patient2	p2_t1	941	2	48
patient2	p2_t1	941	3	9
patient2	p2_t1	941	4	1
patient2	p2_t1	941	5	24
patient2	p2_t1	941	6	15
patient2	p2_t1	942	1	2
patient2	p2_t1	942	2	48
patient2	p2_t1	942	3	21
patient2	p2_t1	942	4	1
patient2	p2_t1	942	5	21
patient2	p2_t1	942	6	7
patient2	p2_t1	943	1	3
patient2	p2_t1	943	2	47
patient2	p2_t1	943	3	27
patient2	p2_t1	943	4	1
patient2	p2_t1	943	5	21
patient2	p2_t1	943	6	1
patient2	p2_t1	944	1	2
patient2	p2_t1	944	2	48
patient2	p2_t1	944	3	18
patient2	p2_t1	944	4	1
patient2	p2_t1	944	5	23
patient2	p2_t1	944	6	8
patient2	p2_t1	945	1	3
patient2	p2_t1	945	2	48
patient2	p2_t1	945	3	21
