Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	p1_t1	124	4	9
patient1	p1_t1	124	5	60
patient1	p1_t1	124	6	1
patient1	p1_t1	124	7	22
patient1	p1_t1	125	1	0
patient1	p1_t1	125	2	0
patient1	p1_t1	125	3	41
patient1	p1_t1	125	4	0
patient1	p1_t1	125	5	59
patient1	p1_t1	125	6	0
patient1	p1_t1	125	7	0
patient1	p1_t1	126	1	0
patient1	p1_t1	126	2	0
patient1	p1_t1	126	3	0
patient1	p1_t1	126	4	49
patient1	p1_t1	126	5	31
patient1	p1_t1	126	6	0
patient1	p1_t1	126	7	20
patient1	p1_t1	127	1	0
patient1	p1_t1	127	2	0
patient1	p1_t1	127	3	0
patient1	p1_t1	127	4	50
patient1	p1_t1	127	5	31
patient1	p1_t1	127	6	0
patient1	p1_t1	127	7	19
patient1	p1_t1	128	1	0
patient1	p1_t1	128	2	0
patient1	p1_t1	128	3	0
patient1	p1_t1	128	4	46
patient1	p1_t1	128	5	30
patient1	p1_t1	128	6	1
patient1	p1_t1	128	7	23
patient1	p1_t1	129	1	0
patient1	p1_t1	129	2	0
patient1	p1_t1	129	3	0
patient1	p1_t1	129	4	51
patient1	p1_t1	129	5	31
patient1	p1_t1	129	6	0
patient1	p1_t1	129	7	18
patient1	p1_t1	130	1	0
patient1	p1_t1	130	2	0
patient1	p1_t1	130	3	0
patient1	p1_t1	130	4	46
patient1	p1_t1	130	5	31
patient1	p1_t1	130	6	0
patient1	p1_t1	130	7	23
patient1	p1_t1	131	1	0
patient1	p1_t1	131	2	0
patient1	p1_t1	131	3	37
patient1	p1_t1	131	4	0
patient1	p1_t1	131	5	62
patient1	p1_t1	131	6	1
patient1	p1_t1	131	7	0
patient1	p1_t1	132	1	0
patient1	p1_t1	132	2	0
patient1	p1_t1	132	3	36
patient1	p1_t1	132	4	0
patient1	p1_t1	132	5	62
patient1	p1_t1	132	6	1
patient1	p1_t1	132	7	1
patient1	p1_t1	133	1	0
patient1	p1_t1	133	2	0
patient1	p1_t1	133	3	0
patient1	p1_t1	133	4	50
patient1	p1_t1	133	5	30
patient1	p1_t1	133	6	1
patient1	p1_t1	133	7	19
patient1	p1_t1	134	1	0
patient1	p1_t1	134	2	0
patient1	p1_t1	134	3	4
patient1	p1_t1	134	4	11
patient1	p1_t1	134	5	63
patient1	p1_t1	134	6	0
patient1	p1_t1	134	7	22
patient1	p1_t1	135	1	0
patient1	p1_t1	135	2	0
patient1	p1_t1	135	3	42
patient1	p1_t1	135	4	0
patient1	p1_t1	135	5	57
patient1	p1_t1	135	6	1
patient1	p1_t1	135	7	0
patient1	p1_t1	136	1	0
patient1	p1_t1	136	2	0
patient1	p1_t1	136	3	0
patient1	p1_t1	136	4	51
patient1	p1_t1	136	5	31
patient1	p1_t1	136	6	0
patient1	p1_t1	136	7	18
patient1	p1_t1	137	1	0
patient1	p1_t1	137	2	0
patient1	p1_t1	137	3	0
patient1	p1_t1	137	4	47
patient1	p1_t1	137	5	31
patient1	p1_t1	137	6	1
patient1	p1_t1	137	7	21
patient1	p1_t1	138	1	0
patient1	p1_t1	138	2	0
patient1	p1_t1	138	3	33
patient1	p1_t1	138	4	0
patient1	p1_t1	138	5	66
patient1	p1_t1	138	6	1
patient1	p1_t1	138	7	0
patient1	p1_t1	139	1	0
patient1	p1_t1	139	2	0
patient1	p1_t1	139	3	0
patient1	p1_t1	139	4	49
patient1	p1_t1	139	5	29
patient1	p1_t1	139	6	1
patient1	p1_t1	139	7	20
patient1	p1_t1	140	1	0
patient1	p1_t1	140	2	0
patient1	p1_t1	140	3	0
patient1	p1_t1	140	4	48
patient1	p1_t1	140	5	31
patient1	p1_t1	140	6	0
patient1	p1_t1	140	7	21
patient1	p1_t1	141	1	0
patient1	p1_t1	141	2	0
patient1	p1_t1	141	3	0
patient1	p1_t1	141	4	12
patient1	p1_t1	141	5	67
patient1	p1_t1	141	6	0
patient1	p1_t1	141	7	21
patient1	p1_t1	142	1	0
patient1	p1_t1	142	2	0
patient1	p1_t1	142	3	5
patient1	p1_t1	142	4	10
patient1	p1_t1	142	5	61
patient1	p1_t1	142	6	0
patient1	p1_t1	142	7	23
patient1	p1_t1	143	1	0
patient1	p1_t1	143	2	0
patient1	p1_t1	143	3	0
patient1	p1_t1	143	4	12
patient1	p1_t1	143	5	67
patient1	p1_t1	143	6	1
patient1	p1_t1	143	7	20
patient1	p1_t1	144	1	0
patient1	p1_t1	144	2	0
patient1	p1_t1	144	3	0
patient1	p1_t1	144	4	46
patient1	p1_t1	144	5	30
patient1	p1_t1	144	6	1
patient1	p1_t1	144	7	23
patient1	p1_t1	145	1	0
patient1	p1_t1	145	2	0
patient1	p1_t1	145	3	0
patient1	p1_t1	145	4	20
patient1	p1_t1	145	5	60
patient1	p1_t1	145	6	1
patient1	p1_t1	145	7	19
patient1	p1_t1	146	1	0
patient1	p1_t1	146	2	0
patient1	p1_t1	146	3	0
patient1	p1_t1	146	4	47
patient1	p1_t1	146	5	33
patient1	p1_t1	146	6	1
patient1	p1_t1	146	7	19
patient1	p1_t1	147	1	0
patient1	p1_t1	147	2	0
patient1	p1_t1	147	3	0
patient1	p1_t1	147	4	47
patient1	p1_t1	147	5	30
patient1	p1_t1	147	6	1
patient1	p1_t1	147	7	22
patient1	p1_t1	148	1	0
patient1	p1_t1	148	2	0
patient1	p1_t1	148	3	0
patient1	p1_t1	148	4	49
patient1	p1_t1	148	5	30
patient1	p1_t1	148	6	1
patient1	p1_t1	148	7	20
patient1	p1_t1	149	1	0
patient1	p1_t1	149	2	0
patient1	p1_t1	149	3	0
patient1	p1_t1	149	4	14
patient1	p1_t1	149	5	66
patient1	p1_t1	149	6	1
patient1	p1_t1	149	7	19
patient1	p1_t1	150	1	0
patient1	p1_t1	150	2	0
patient1	p1_t1	150	3	0
patient1	p1_t1	150	4	20
patient1	p1_t1	150	5	61
patient1	p1_t1	150	6	0
patient1	p1_t1	150	7	19
patient1	p1_t1	151	1	0
patient1	p1_t1	151	2	0
patient1	p1_t1	151	3	0
patient1	p1_t1	151	4	25
patient1	p1_t1	151	5	54
patient1	p1_t1	151	6	1
patient1	p1_t1	151	7	20
patient1	p1_t1	152	1	0
patient1	p1_t1	152	2	0
patient1	p1_t1	152	3	0
patient1	p1_t1	152	4	49
patient1	p1_t1	152	5	30
patient1	p1_t1	152	6	1
patient1	p1_t1	152	7	20
patient1	p1_t1	153	1	0
patient1	p1_t1	153	2	0
patient1	p1_t1	153	3	0
patient1	p1_t1	153	4	52
patient1	p1_t1	153	5	30
patient1	p1_t1	153	6	1
patient1	p1_t1	153	7	17
patient1	p1_t1	154	1	0
patient1	p1_t1	154	2	0
patient1	p1_t1	154	3	0
patient1	p1_t1	154	4	47
patient1	p1_t1	154	5	31
patient1	p1_t1	154	6	0
patient1	p1_t1	154	7	22
patient1	p1_t1	155	1	0
patient1	p1_t1	155	2	0
patient1	p1_t1	155	3	0
patient1	p1_t1	155	4	48
patient1	p1_t1	155	5	30
patient1	p1_t1	155	6	1
patient1	p1_t1	155	7	21
patient1	p1_t1	156	1	0
patient1	p1_t1	156	2	0
patient1	p1_t1	156	3	0
patient1	p1_t1	156	4	48
patient1	p1_t1	156	5	30
patient1	p1_t1	156	6	1
patient1	p1_t1	156	7	21
patient1	p1_t1	157	1	0
patient1	p1_t1	157	2	0
patient1	p1_t1	157	3	0
patient1	p1_t1	157	4	11
patient1	p1_t1	157	5	67
patient1	p1_t1	157	6	0
patient1	p1_t1	157	7	22
patient1	p1_t1	158	1	0
patient1	p1_t1	158	2	0
patient1	p1_t1	158	3	0
patient1	p1_t1	158	4	50
patient1	p1_t1	158	5	30
patient1	p1_t1	158	6	1
patient1	p1_t1	158	7	19
patient1	p1_t1	159	1	0
patient1	p1_t1	159	2	0
patient1	p1_t1	159	3	3
patient1	p1_t1	159	4	11
patient1	p1_t1	159	5	66
patient1	p1_t1	159	6	1
patient1	p1_t1	159	7	19
patient1	p1_t1	160	1	0
patient1	p1_t1	160	2	0
patient1	p1_t1	160	3	5
patient1	p1_t1	160	4	11
patient1	p1_t1	160	5	63
patient1	p1_t1	160	6	0
patient1	p1_t1	160	7	21
patient1	p1_t1	161	1	0
patient1	p1_t1	161	2	0
patient1	p1_t1	161	3	0
patient1	p1_t1	161	4	52
patient1	p1_t1	161	5	30
patient1	p1_t1	161	6	1
patient1	p1_t1	161	7	17
patient1	p1_t1	162	1	0
patient1	p1_t1	162	2	0
patient1	p1_t1	162	3	0
patient1	p1_t1	162	4	48
patient1	p1_t1	162	5	30
patient1	p1_t1	162	6	1
patient1	p1_t1	162	7	21
patient1	p1_t1	163	1	0
patient1	p1_t1	163	2	0
patient1	p1_t1	163	3	0
patient1	p1_t1	163	4	50
patient1	p1_t1	163	5	30
patient1	p1_t1	163	6	1
patient1	p1_t1	163	7	19
patient1	p1_t1	164	1	0
patient1	p1_t1	164	2	0
patient1	p1_t1	164	3	0
patient1	p1_t1	164	4	52
patient1	p1_t1	164	5	30
patient1	p1_t1	164	6	1
patient1	p1_t1	164	7	17
patient1	p1_t1	165	1	0
patient1	p1_t1	165	2	0
patient1	p1_t1	165	3	0
patient1	p1_t1	165	4	53
patient1	p1_t1	165	5	31
patient1	p1_t1	165	6	0
patient1	p1_t1	165	7	16
patient1	p1_t1	166	1	0
patient1	p1_t1	166	2	0
patient1	p1_t1	166	3	0
patient1	p1_t1	166	4	49
patient1	p1_t1	166	5	32
patient1	p1_t1	166	6	1
patient1	p1_t1	166	7	18
patient1	p1_t1	167	1	0
patient1	p1_t1	167	2	0
patient1	p1_t1	167	3	0
patient1	p1_t1	167	4	48
patient1	p1_t1	167	5	32
patient1	p1_t1	167	6	0
patient1	p1_t1	167	7	20
patient1	p1_t1	168	1	0
patient1	p1_t1	168	2	0
patient1	p1_t1	168	3	34
patient1	p1_t1	168	4	0
patient1	p1_t1	168	5	65
patient1	p1_t1	168	6	1
patient1	p1_t1	168	7	0
patient1	p1_t1	169	1	0
patient1	p1_t1	169	2	0
patient1	p1_t1	169	3	0
patient1	p1_t1	169	4	48
patient1	p1_t1	169	5	30
patient1	p1_t1	169	6	1
patient1	p1_t1	169	7	21
patient1	p1_t1	170	1	0
patient1	p1_t1	170	2	0
patient1	p1_t1	170	3	12
patient1	p1_t1	170	4	10
patient1	p1_t1	170	5	56
patient1	p1_t1	170	6	1
patient1	p1_t1	170	7	21
patient1	p1_t1	171	1	0
patient1	p1_t1	171	2	0
patient1	p1_t1	171	3	0
patient1	p1_t1	171	4	47
patient1	p1_t1	171	5	31
patient1	p1_t1	171	6	0
patient1	p1_t1	171	7	22
patient1	p1_t1	172	1	0
patient1	p1_t1	172	2	0
patient1	p1_t1	172	3	0
patient1	p1_t1	172	4	14
patient1	p1_t1	172	5	68
patient1	p1_t1	172	6	1
patient1	p1_t1	172	7	17
patient1	p1_t1	173	1	0
patient1	p1_t1	173	2	0
patient1	p1_t1	173	3	8
patient1	p1_t1	173	4	4
patient1	p1_t1	173	5	61
patient1	p1_t1	173	6	0
patient1	p1_t1	173	7	27
patient1	p1_t1	174	1	0
patient1	p1_t1	174	2	0
patient1	p1_t1	174	3	36
patient1	p1_t1	174	4	0
patient1	p1_t1	174	5	61
patient1	p1_t1	174	6	0
patient1	p1_t1	174	7	3
patient1	p1_t1	175	1	0
patient1	p1_t1	175	2	0
patient1	p1_t1	175	3	0
patient1	p1_t1	175	4	48
patient1	p1_t1	175	5	31
patient1	p1_t1	175	6	0
patient1	p1_t1	175	7	21
patient1	p1_t1	176	1	0
patient1	p1_t1	176	2	0
patient1	p1_t1	176	3	0
patient1	p1_t1	176	4	46
patient1	p1_t1	176	5	31
patient1	p1_t1	176	6	0
patient1	p1_t1	176	7	23
patient1	p1_t1	177	1	0
patient1	p1_t1	177	2	0
patient1	p1_t1	177	3	0
patient1	p1_t1	177	4	50
patient1	p1_t1	177	5	31
patient1	p1_t1	177	6	0
patient1	p1_t1	177	7	19
patient1	p1_t1	178	1	0
patient1	p1_t1	178	2	0
patient1	p1_t1	178	3	0
patient1	p1_t1	178	4	13
patient1	p1_t1	178	5	66
patient1	p1_t1	178	6	1
patient1	p1_t1	178	7	19
patient1	p1_t1	179	1	0
patient1	p1_t1	179	2	0
patient1	p1_t1	179	3	4
patient1	p1_t1	179	4	11
patient1	p1_t1	179	5	64
patient1	p1_t1	179	6	0
patient1	p1_t1	179	7	21
patient1	p1_t1	180	1	0
patient1	p1_t1	180	2	0
patient1	p1_t1	180	3	0
patient1	p1_t1	180	4	44
patient1	p1_t1	180	5	30
patient1	p1_t1	180	6	1
patient1	p1_t1	180	7	25
patient1	p1_t1	181	1	0
patient1	p1_t1	181	2	0
patient1	p1_t1	181	3	0
patient1	p1_t1	181	4	51
patient1	p1_t1	181	5	30
patient1	p1_t1	181	6	1
patient1	p1_t1	181	7	18
patient1	p1_t1	182	1	0
patient1	p1_t1	182	2	0
patient1	p1_t1	182	3	10
patient1	p1_t1	182	4	16
patient1	p1_t1	182	5	57
patient1	p1_t1	182	6	1
patient1	p1_t1	182	7	16
patient1	p1_t1	183	1	0
patient1	p1_t1	183	2	0
patient1	p1_t1	183	3	0
patient1	p1_t1	183	4	50
patient1	p1_t1	183	5	30
patient1	p1_t1	183	6	1
patient1	p1_t1	183	7	19
patient1	p1_t1	184	1	0
patient1	p1_t1	184	2	0
patient1	p1_t1	184	3	3
patient1	p1_t1	184	4	8
patient1	p1_t1	184	5	66
patient1	p1_t1	184	6	0
patient1	p1_t1	184	7	23
patient1	p1_t1	185	1	0
patient1	p1_t1	185	2	0
patient1	p1_t1	185	3	42
patient1	p1_t1	185	4	0
patient1	p1_t1	185	5	58
patient1	p1_t1	185	6	0
patient1	p1_t1	185	7	0
patient1	p1_t1	186	1	0
patient1	p1_t1	186	2	0
patient1	p1_t1	186	3	0
patient1	p1_t1	186	4	47
patient1	p1_t1	186	5	30
patient1	p1_t1	186	6	1
patient1	p1_t1	186	7	22
patient1	p1_t1	187	1	0
patient1	p1_t1	187	2	0
patient1	p1_t1	187	3	0
patient1	p1_t1	187	4	52
patient1	p1_t1	187	5	30
patient1	p1_t1	187	6	1
patient1	p1_t1	187	7	17
patient1	p1_t1	188	1	0
patient1	p1_t1	188	2	0
patient1	p1_t1	188	3	0
patient1	p1_t1	188	4	16
patient1	p1_t1	188	5	62
patient1	p1_t1	188	6	1
patient1	p1_t1	188	7	20
patient1	p1_t1	189	1	0
patient1	p1_t1	189	2	0
patient1	p1_t1	189	3	31
patient1	p1_t1	189	4	0
patient1	p1_t1	189	5	65
patient1	p1_t1	189	6	0
patient1	p1_t1	189	7	4
patient1	p1_t1	190	1	0
patient1	p1_t1	190	2	0
patient1	p1_t1	190	3	40
patient1	p1_t1	190	4	0
patient1	p1_t1	190	5	59
patient1	p1_t1	190	6	1
patient1	p1_t1	190	7	0
patient1	p1_t1	191	1	0
patient1	p1_t1	191	2	0
patient1	p1_t1	191	3	36
patient1	p1_t1	191	4	0
patient1	p1_t1	191	5	62
patient1	p1_t1	191	6	1
patient1	p1_t1	191	7	1
patient1	p1_t1	192	1	0
patient1	p1_t1	192	2	0
patient1	p1_t1	192	3	0
patient1	p1_t1	192	4	49
patient1	p1_t1	192	5	30
patient1	p1_t1	192	6	1
patient1	p1_t1	192	7	20
patient1	p1_t1	193	1	0
patient1	p1_t1	193	2	0
patient1	p1_t1	193	3	0
patient1	p1_t1	193	4	51
patient1	p1_t1	193	5	31
patient1	p1_t1	193	6	1
patient1	p1_t1	193	7	17
patient1	p1_t1	194	1	0
patient1	p1_t1	194	2	0
patient1	p1_t1	194	3	0
patient1	p1_t1	194	4	51
patient1	p1_t1	194	5	31
patient1	p1_t1	194	6	0
patient1	p1_t1	194	7	18
patient1	p1_t1	195	1	0
patient1	p1_t1	195	2	0
patient1	p1_t1	195	3	0
patient1	p1_t1	195	4	50
patient1	p1_t1	195	5	31
patient1	p1_t1	195	6	0
patient1	p1_t1	195	7	19
patient1	p1_t1	196	1	0
patient1	p1_t1	196	2	0
patient1	p1_t1	196	3	0
patient1	p1_t1	196	4	50
patient1	p1_t1	196	5	30
patient1	p1_t1	196	6	1
patient1	p1_t1	196	7	19
patient1	p1_t1	197	1	0
patient1	p1_t1	197	2	0
patient1	p1_t1	197	3	0
patient1	p1_t1	197	4	19
patient1	p1_t1	197	5	62
patient1	p1_t1	197	6	0
patient1	p1_t1	197	7	19
patient1	p1_t1	198	1	0
patient1	p1_t1	198	2	0
patient1	p1_t1	198	3	0
patient1	p1_t1	198	4	14
patient1	p1_t1	198	5	66
patient1	p1_t1	198	6	1
patient1	p1_t1	198	7	19
patient1	p1_t1	199	1	0
patient1	p1_t1	199	2	0
patient1	p1_t1	199	3	10
patient1	p1_t1	199	4	11
patient1	p1_t1	199	5	59
patient1	p1_t1	199	6	1
patient1	p1_t1	199	7	19
patient1	p1_t1	200	1	0
patient1	p1_t1	200	2	0
patient1	p1_t1	200	3	0
patient1	p1_t1	200	4	45
patient1	p1_t1	200	5	30
patient1	p1_t1	200	6	1
patient1	p1_t1	200	7	24
patient1	p1_t1	201	1	0
patient1	p1_t1	201	2	0
patient1	p1_t1	201	3	36
patient1	p1_t1	201	4	0
patient1	p1_t1	201	5	64
patient1	p1_t1	201	6	0
patient1	p1_t1	201	7	0
patient1	p1_t1	202	1	0
patient1	p1_t1	202	2	0
patient1	p1_t1	202	3	21
patient1	p1_t1	202	4	0
patient1	p1_t1	202	5	64
patient1	p1_t1	202	6	1
patient1	p1_t1	202	7	14
patient1	p1_t1	203	1	0
patient1	p1_t1	203	2	0
patient1	p1_t1	203	3	37
patient1	p1_t1	203	4	0
patient1	p1_t1	203	5	61
patient1	p1_t1	203	6	1
patient1	p1_t1	203	7	1
patient1	p1_t1	204	1	0
patient1	p1_t1	204	2	0
patient1	p1_t1	204	3	0
patient1	p1_t1	204	4	44
patient1	p1_t1	204	5	30
patient1	p1_t1	204	6	1
patient1	p1_t1	204	7	25
patient1	p1_t1	205	1	0
patient1	p1_t1	205	2	0
patient1	p1_t1	205	3	35
patient1	p1_t1	205	4	0
patient1	p1_t1	205	5	65
patient1	p1_t1	205	6	0
patient1	p1_t1	205	7	0
patient1	p1_t1	206	1	0
patient1	p1_t1	206	2	0
patient1	p1_t1	206	3	0
patient1	p1_t1	206	4	44
patient1	p1_t1	206	5	30
patient1	p1_t1	206	6	1
patient1	p1_t1	206	7	25
patient1	p1_t1	207	1	0
patient1	p1_t1	207	2	0
patient1	p1_t1	207	3	0
patient1	p1_t1	207	4	50
patient1	p1_t1	207	5	30
patient1	p1_t1	207	6	1
patient1	p1_t1	207	7	19
patient1	p1_t1	208	1	0
patient1	p1_t1	208	2	0
patient1	p1_t1	208	3	0
patient1	p1_t1	208	4	47
patient1	p1_t1	208	5	32
patient1	p1_t1	208	6	1
patient1	p1_t1	208	7	20
patient1	p1_t1	209	1	0
patient1	p1_t1	209	2	0
patient1	p1_t1	209	3	25
patient1	p1_t1	209	4	0
patient1	p1_t1	209	5	68
patient1	p1_t1	209	6	1
patient1	p1_t1	209	7	6
patient1	p1_t1	210	1	0
patient1	p1_t1	210	2	0
patient1	p1_t1	210	3	0
patient1	p1_t1	210	4	19
patient1	p1_t1	210	5	60
patient1	p1_t1	210	6	1
patient1	p1_t1	210	7	20
patient1	p1_t1	211	1	0
patient1	p1_t1	211	2	0
patient1	p1_t1	211	3	0
patient1	p1_t1	211	4	51
patient1	p1_t1	211	5	30
patient1	p1_t1	211	6	1
patient1	p1_t1	211	7	18
patient1	p1_t1	212	1	0
patient1	p1_t1	212	2	0
patient1	p1_t1	212	3	9
patient1	p1_t1	212	4	11
patient1	p1_t1	212	5	57
patient1	p1_t1	212	6	0
patient1	p1_t1	212	7	23
patient1	p1_t1	213	1	0
patient1	p1_t1	213	2	0
patient1	p1_t1	213	3	0
patient1	p1_t1	213	4	17
patient1	p1_t1	213	5	60
patient1	p1_t1	213	6	0
patient1	p1_t1	213	7	23
patient1	p1_t1	214	1	0
patient1	p1_t1	214	2	0
patient1	p1_t1	214	3	0
patient1	p1_t1	214	4	51
patient1	p1_t1	214	5	30
patient1	p1_t1	214	6	1
patient1	p1_t1	214	7	18
patient1	p1_t1	215	1	0
patient1	p1_t1	215	2	0
patient1	p1_t1	215	3	0
patient1	p1_t1	215	4	48
patient1	p1_t1	215	5	31
patient1	p1_t1	215	6	0
patient1	p1_t1	215	7	21
patient1	p1_t1	216	1	0
patient1	p1_t1	216	2	0
patient1	p1_t1	216	3	2
patient1	p1_t1	216	4	7
patient1	p1_t1	216	5	67
patient1	p1_t1	216	6	0
patient1	p1_t1	216	7	23
patient1	p1_t1	217	1	0
patient1	p1_t1	217	2	0
patient1	p1_t1	217	3	6
patient1	p1_t1	217	4	9
patient1	p1_t1	217	5	63
patient1	p1_t1	217	6	0
patient1	p1_t1	217	7	22
patient1	p1_t1	218	1	0
patient1	p1_t1	218	2	0
patient1	p1_t1	218	3	0
patient1	p1_t1	218	4	48
patient1	p1_t1	218	5	31
patient1	p1_t1	218	6	0
patient1	p1_t1	218	7	21
patient1	p1_t1	219	1	0
patient1	p1_t1	219	2	0
patient1	p1_t1	219	3	38
patient1	p1_t1	219	4	0
patient1	p1_t1	219	5	58
patient1	p1_t1	219	6	0
patient1	p1_t1	219	7	4
patient1	p1_t1	220	1	0
patient1	p1_t1	220	2	0
patient1	p1_t1	220	3	0
patient1	p1_t1	220	4	47
patient1	p1_t1	220	5	32
patient1	p1_t1	220	6	0
patient1	p1_t1	220	7	21
patient1	p1_t1	221	1	0
patient1	p1_t1	221	2	0
patient1	p1_t1	221	3	0
patient1	p1_t1	221	4	48
patient1	p1_t1	221	5	30
patient1	p1_t1	221	6	1
patient1	p1_t1	221	7	21
patient1	p1_t1	222	1	0
patient1	p1_t1	222	2	0
patient1	p1_t1	222	3	0
patient1	p1_t1	222	4	46
patient1	p1_t1	222	5	32
patient1	p1_t1	222	6	0
patient1	p1_t1	222	7	22
patient1	p1_t1	223	1	0
patient1	p1_t1	223	2	0
patient1	p1_t1	223	3	0
patient1	p1_t1	223	4	23
patient1	p1_t1	223	5	55
patient1	p1_t1	223	6	1
patient1	p1_t1	223	7	21
patient1	p1_t1	224	1	0
patient1	p1_t1	224	2	0
patient1	p1_t1	224	3	0
patient1	p1_t1	224	4	50
patient1	p1_t1	224	5	29
patient1	p1_t1	224	6	1
patient1	p1_t1	224	7	19
patient1	p1_t1	225	1	0
patient1	p1_t1	225	2	0
patient1	p1_t1	225	3	11
patient1	p1_t1	225	4	12
patient1	p1_t1	225	5	58
patient1	p1_t1	225	6	1
patient1	p1_t1	225	7	18
patient1	p1_t1	226	1	0
patient1	p1_t1	226	2	0
patient1	p1_t1	226	3	0
patient1	p1_t1	226	4	8
patient1	p1_t1	226	5	67
patient1	p1_t1	226	6	1
patient1	p1_t1	226	7	24
patient1	p1_t1	227	1	0
patient1	p1_t1	227	2	0
patient1	p1_t1	227	3	3
patient1	p1_t1	227	4	8
patient1	p1_t1	227	5	66
patient1	p1_t1	227	6	1
patient1	p1_t1	227	7	22
patient1	p1_t1	228	1	0
patient1	p1_t1	228	2	0
patient1	p1_t1	228	3	0
patient1	p1_t1	228	4	50
patient1	p1_t1	228	5	31
patient1	p1_t1	228	6	0
patient1	p1_t1	228	7	19
patient1	p1_t1	229	1	0
patient1	p1_t1	229	2	0
patient1	p1_t1	229	3	0
patient1	p1_t1	229	4	49
patient1	p1_t1	229	5	31
patient1	p1_t1	229	6	0
patient1	p1_t1	229	7	20
patient1	p1_t1	230	1	0
patient1	p1_t1	230	2	0
patient1	p1_t1	230	3	5
patient1	p1_t1	230	4	9
patient1	p1_t1	230	5	62
patient1	p1_t1	230	6	0
patient1	p1_t1	230	7	24
patient1	p1_t1	231	1	0
patient1	p1_t1	231	2	0
patient1	p1_t1	231	3	0
patient1	p1_t1	231	4	48
patient1	p1_t1	231	5	30
patient1	p1_t1	231	6	1
patient1	p1_t1	231	7	21
patient1	p1_t1	232	1	0
patient1	p1_t1	232	2	0
patient1	p1_t1	232	3	0
patient1	p1_t1	232	4	23
patient1	p1_t1	232	5	58
patient1	p1_t1	232	6	1
patient1	p1_t1	232	7	18
patient1	p1_t1	233	1	0
patient1	p1_t1	233	2	0
patient1	p1_t1	233	3	34
patient1	p1_t1	233	4	0
patient1	p1_t1	233	5	60
patient1	p1_t1	233	6	1
patient1	p1_t1	233	7	5
patient1	p1_t1	234	1	0
patient1	p1_t1	234	2	0
patient1	p1_t1	234	3	38
patient1	p1_t1	234	4	0
patient1	p1_t1	234	5	59
patient1	p1_t1	234	6	1
patient1	p1_t1	234	7	2
patient1	p1_t1	235	1	0
patient1	p1_t1	235	2	0
patient1	p1_t1	235	3	0
patient1	p1_t1	235	4	45
patient1	p1_t1	235	5	30
patient1	p1_t1	235	6	1
patient1	p1_t1	235	7	24
patient1	p1_t1	236	1	0
patient1	p1_t1	236	2	0
patient1	p1_t1	236	3	0
patient1	p1_t1	236	4	49
patient1	p1_t1	236	5	31
patient1	p1_t1	236	6	0
patient1	p1_t1	236	7	20
patient1	p1_t1	237	1	0
patient1	p1_t1	237	2	0
patient1	p1_t1	237	3	2
patient1	p1_t1	237	4	11
patient1	p1_t1	237	5	63
patient1	p1_t1	237	6	1
patient1	p1_t1	237	7	23
patient1	p1_t1	238	1	0
patient1	p1_t1	238	2	0
patient1	p1_t1	238	3	0
patient1	p1_t1	238	4	47
patient1	p1_t1	238	5	32
patient1	p1_t1	238	6	0
patient1	p1_t1	238	7	21
patient1	p1_t1	239	1	0
patient1	p1_t1	239	2	0
patient1	p1_t1	239	3	0
patient1	p1_t1	239	4	14
patient1	p1_t1	239	5	64
patient1	p1_t1	239	6	0
patient1	p1_t1	239	7	22
patient1	p1_t1	240	1	0
patient1	p1_t1	240	2	0
patient1	p1_t1	240	3	0
patient1	p1_t1	240	4	49
patient1	p1_t1	240	5	30
patient1	p1_t1	240	6	1
patient1	p1_t1	240	7	20
patient1	p1_t1	241	1	0
patient1	p1_t1	241	2	0
patient1	p1_t1	241	3	1
patient1	p1_t1	241	4	15
patient1	p1_t1	241	5	67
patient1	p1_t1	241	6	1
patient1	p1_t1	241	7	16
patient1	p1_t1	242	1	0
patient1	p1_t1	242	2	0
patient1	p1_t1	242	3	0
patient1	p1_t1	242	4	12
patient1	p1_t1	242	5	66
patient1	p1_t1	242	6	0
patient1	p1_t1	242	7	22
patient1	p1_t1	243	1	0
patient1	p1_t1	243	2	0
patient1	p1_t1	243	3	3
patient1	p1_t1	243	4	7
patient1	p1_t1	243	5	65
patient1	p1_t1	243	6	0
patient1	p1_t1	243	7	25
patient1	p1_t1	244	1	0
patient1	p1_t1	244	2	0
patient1	p1_t1	244	3	0
patient1	p1_t1	244	4	45
patient1	p1_t1	244	5	31
patient1	p1_t1	244	6	1
patient1	p1_t1	244	7	23
patient1	p1_t1	245	1	0
patient1	p1_t1	245	2	0
patient1	p1_t1	245	3	0
patient1	p1_t1	245	4	51
patient1	p1_t1	245	5	29
patient1	p1_t1	245	6	1
patient1	p1_t1	245	7	18
patient1	p1_t1	246	1	0
patient1	p1_t1	246	2	0
patient1	p1_t1	246	3	0
patient1	p1_t1	246	4	45
patient1	p1_t1	246	5	30
patient1	p1_t1	246	6	1
patient1	p1_t1	246	7	24
patient1	p1_t1	247	1	0
patient1	p1_t1	247	2	0
patient1	p1_t1	247	3	0
patient1	p1_t1	247	4	52
patient1	p1_t1	247	5	30
patient1	p1_t1	247	6	1
patient1	p1_t1	247	7	17
patient1	p1_t1	248	1	0
patient1	p1_t1	248	2	0
patient1	p1_t1	248	3	36
patient1	p1_t1	248	4	0
patient1	p1_t1	248	5	61
patient1	p1_t1	248	6	1
patient1	p1_t1	248	7	2
patient1	p1_t1	249	1	0
