Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	p1_t1	573	5	13
patient1	p1_t1	573	6	1
patient1	p1_t1	574	1	0
patient1	p1_t1	574	2	19
patient1	p1_t1	574	3	65
patient1	p1_t1	574	4	0
patient1	p1_t1	574	5	15
patient1	p1_t1	574	6	1
patient1	p1_t1	575	1	0
patient1	p1_t1	575	2	17
patient1	p1_t1	575	3	69
patient1	p1_t1	575	4	0
patient1	p1_t1	575	5	13
patient1	p1_t1	575	6	1
patient1	p1_t1	576	1	0
patient1	p1_t1	576	2	15
patient1	p1_t1	576	3	68
patient1	p1_t1	576	4	0
patient1	p1_t1	576	5	16
patient1	p1_t1	576	6	1
patient1	p1_t1	577	1	0
patient1	p1_t1	577	2	16
patient1	p1_t1	577	3	69
patient1	p1_t1	577	4	0
patient1	p1_t1	577	5	15
patient1	p1_t1	577	6	0
patient1	p1_t1	578	1	0
patient1	p1_t1	578	2	19
patient1	p1_t1	578	3	68
patient1	p1_t1	578	4	0
patient1	p1_t1	578	5	13
patient1	p1_t1	578	6	0
patient1	p1_t1	579	1	0
patient1	p1_t1	579	2	11
patient1	p1_t1	579	3	69
patient1	p1_t1	579	4	0
patient1	p1_t1	579	5	19
patient1	p1_t1	579	6	1
patient1	p1_t1	580	1	0
patient1	p1_t1	580	2	18
patient1	p1_t1	580	3	68
patient1	p1_t1	580	4	0
patient1	p1_t1	580	5	13
patient1	p1_t1	580	6	1
patient1	p1_t1	581	1	0
patient1	p1_t1	581	2	20
patient1	p1_t1	581	3	67
patient1	p1_t1	581	4	0
patient1	p1_t1	581	5	12
patient1	p1_t1	581	6	1
patient1	p1_t1	582	1	0
patient1	p1_t1	582	2	17
patient1	p1_t1	582	3	69
patient1	p1_t1	582	4	0
patient1	p1_t1	582	5	14
patient1	p1_t1	582	6	0
patient1	p1_t1	583	1	0
patient1	p1_t1	583	2	14
patient1	p1_t1	583	3	68
patient1	p1_t1	583	4	0
patient1	p1_t1	583	5	17
patient1	p1_t1	583	6	1
patient1	p1_t1	584	1	0
patient1	p1_t1	584	2	17
patient1	p1_t1	584	3	69
patient1	p1_t1	584	4	0
patient1	p1_t1	584	5	14
patient1	p1_t1	584	6	0
patient1	p1_t1	585	1	0
patient1	p1_t1	585	2	14
patient1	p1_t1	585	3	68
patient1	p1_t1	585	4	0
patient1	p1_t1	585	5	17
patient1	p1_t1	585	6	1
patient1	p1_t1	586	1	0
patient1	p1_t1	586	2	13
patient1	p1_t1	586	3	68
patient1	p1_t1	586	4	0
patient1	p1_t1	586	5	18
patient1	p1_t1	586	6	1
patient1	p1_t1	587	1	0
patient1	p1_t1	587	2	19
patient1	p1_t1	587	3	68
patient1	p1_t1	587	4	0
patient1	p1_t1	587	5	13
patient1	p1_t1	587	6	0
patient1	p1_t1	588	1	0
patient1	p1_t1	588	2	18
patient1	p1_t1	588	3	69
patient1	p1_t1	588	4	0
patient1	p1_t1	588	5	13
patient1	p1_t1	588	6	0
patient1	p1_t1	589	1	0
patient1	p1_t1	589	2	19
patient1	p1_t1	589	3	68
patient1	p1_t1	589	4	0
patient1	p1_t1	589	5	12
patient1	p1_t1	589	6	1
patient1	p1_t1	590	1	0
patient1	p1_t1	590	2	20
patient1	p1_t1	590	3	67
patient1	p1_t1	590	4	0
patient1	p1_t1	590	5	12
patient1	p1_t1	590	6	1
patient1	p1_t1	591	1	0
patient1	p1_t1	591	2	15
patient1	p1_t1	591	3	69
patient1	p1_t1	591	4	0
patient1	p1_t1	591	5	16
patient1	p1_t1	591	6	0
patient1	p1_t1	592	1	0
patient1	p1_t1	592	2	17
patient1	p1_t1	592	3	67
patient1	p1_t1	592	4	0
patient1	p1_t1	592	5	15
patient1	p1_t1	592	6	1
patient1	p1_t1	593	1	0
patient1	p1_t1	593	2	15
patient1	p1_t1	593	3	67
patient1	p1_t1	593	4	0
patient1	p1_t1	593	5	17
patient1	p1_t1	593	6	1
patient1	p1_t1	594	1	0
patient1	p1_t1	594	2	16
patient1	p1_t1	594	3	69
patient1	p1_t1	594	4	0
patient1	p1_t1	594	5	14
patient1	p1_t1	594	6	1
patient1	p1_t1	595	1	0
patient1	p1_t1	595	2	22
patient1	p1_t1	595	3	66
patient1	p1_t1	595	4	0
patient1	p1_t1	595	5	11
patient1	p1_t1	595	6	1
patient1	p1_t1	596	1	0
patient1	p1_t1	596	2	15
patient1	p1_t1	596	3	69
patient1	p1_t1	596	4	0
patient1	p1_t1	596	5	15
patient1	p1_t1	596	6	0
patient1	p1_t1	597	1	0
patient1	p1_t1	597	2	15
patient1	p1_t1	597	3	69
patient1	p1_t1	597	4	0
patient1	p1_t1	597	5	16
patient1	p1_t1	597	6	0
patient1	p1_t1	598	1	0
patient1	p1_t1	598	2	16
patient1	p1_t1	598	3	69
patient1	p1_t1	598	4	0
patient1	p1_t1	598	5	15
patient1	p1_t1	598	6	0
patient1	p1_t1	599	1	0
patient1	p1_t1	599	2	13
patient1	p1_t1	599	3	69
patient1	p1_t1	599	4	0
patient1	p1_t1	599	5	18
patient1	p1_t1	599	6	0
patient1	p1_t1	600	1	0
patient1	p1_t1	600	2	15
patient1	p1_t1	600	3	69
patient1	p1_t1	600	4	0
patient1	p1_t1	600	5	15
patient1	p1_t1	600	6	1
patient1	p1_t1	601	1	0
patient1	p1_t1	601	2	16
patient1	p1_t1	601	3	69
patient1	p1_t1	601	4	0
patient1	p1_t1	601	5	14
patient1	p1_t1	601	6	1
patient1	p1_t1	602	1	0
patient1	p1_t1	602	2	18
patient1	p1_t1	602	3	68
patient1	p1_t1	602	4	0
patient1	p1_t1	602	5	14
patient1	p1_t1	602	6	0
patient1	p1_t1	603	1	0
patient1	p1_t1	603	2	19
patient1	p1_t1	603	3	68
patient1	p1_t1	603	4	0
patient1	p1_t1	603	5	13
patient1	p1_t1	603	6	0
patient1	p1_t1	604	1	0
patient1	p1_t1	604	2	16
patient1	p1_t1	604	3	68
patient1	p1_t1	604	4	0
patient1	p1_t1	604	5	15
patient1	p1_t1	604	6	1
patient1	p1_t1	605	1	0
patient1	p1_t1	605	2	19
patient1	p1_t1	605	3	68
patient1	p1_t1	605	4	0
patient1	p1_t1	605	5	13
patient1	p1_t1	605	6	0
patient1	p1_t1	606	1	0
patient1	p1_t1	606	2	17
patient1	p1_t1	606	3	69
patient1	p1_t1	606	4	0
patient1	p1_t1	606	5	13
patient1	p1_t1	606	6	1
patient1	p1_t1	607	1	0
patient1	p1_t1	607	2	15
patient1	p1_t1	607	3	69
patient1	p1_t1	607	4	0
patient1	p1_t1	607	5	15
patient1	p1_t1	607	6	1
patient1	p1_t1	608	1	0
patient1	p1_t1	608	2	15
patient1	p1_t1	608	3	69
patient1	p1_t1	608	4	0
patient1	p1_t1	608	5	15
patient1	p1_t1	608	6	1
patient1	p1_t1	609	1	0
patient1	p1_t1	609	2	19
patient1	p1_t1	609	3	66
patient1	p1_t1	609	4	0
patient1	p1_t1	609	5	15
patient1	p1_t1	609	6	0
patient1	p1_t1	610	1	0
patient1	p1_t1	610	2	17
patient1	p1_t1	610	3	69
patient1	p1_t1	610	4	0
patient1	p1_t1	610	5	14
patient1	p1_t1	610	6	0
patient1	p1_t1	611	1	0
patient1	p1_t1	611	2	19
patient1	p1_t1	611	3	67
patient1	p1_t1	611	4	0
patient1	p1_t1	611	5	14
patient1	p1_t1	611	6	0
patient1	p1_t1	612	1	0
patient1	p1_t1	612	2	17
patient1	p1_t1	612	3	69
patient1	p1_t1	612	4	0
patient1	p1_t1	612	5	14
patient1	p1_t1	612	6	0
patient1	p1_t1	613	1	0
patient1	p1_t1	613	2	17
patient1	p1_t1	613	3	69
patient1	p1_t1	613	4	0
patient1	p1_t1	613	5	13
patient1	p1_t1	613	6	1
patient1	p1_t1	614	1	0
patient1	p1_t1	614	2	16
patient1	p1_t1	614	3	69
patient1	p1_t1	614	4	0
patient1	p1_t1	614	5	14
patient1	p1_t1	614	6	1
patient1	p1_t1	615	1	0
patient1	p1_t1	615	2	17
patient1	p1_t1	615	3	69
patient1	p1_t1	615	4	0
patient1	p1_t1	615	5	13
patient1	p1_t1	615	6	1
patient1	p1_t1	616	1	0
patient1	p1_t1	616	2	18
patient1	p1_t1	616	3	66
patient1	p1_t1	616	4	0
patient1	p1_t1	616	5	15
patient1	p1_t1	616	6	1
patient1	p1_t1	617	1	0
patient1	p1_t1	617	2	19
patient1	p1_t1	617	3	68
patient1	p1_t1	617	4	0
patient1	p1_t1	617	5	13
patient1	p1_t1	617	6	0
patient1	p1_t1	618	1	0
patient1	p1_t1	618	2	14
patient1	p1_t1	618	3	69
patient1	p1_t1	618	4	0
patient1	p1_t1	618	5	16
patient1	p1_t1	618	6	1
patient1	p1_t1	619	1	0
patient1	p1_t1	619	2	16
patient1	p1_t1	619	3	67
patient1	p1_t1	619	4	0
patient1	p1_t1	619	5	17
patient1	p1_t1	619	6	0
patient1	p1_t1	620	1	0
patient1	p1_t1	620	2	17
patient1	p1_t1	620	3	69
patient1	p1_t1	620	4	0
patient1	p1_t1	620	5	13
patient1	p1_t1	620	6	1
patient1	p1_t1	621	1	0
patient1	p1_t1	621	2	21
patient1	p1_t1	621	3	68
patient1	p1_t1	621	4	0
patient1	p1_t1	621	5	11
patient1	p1_t1	621	6	0
patient1	p1_t1	622	1	0
patient1	p1_t1	622	2	19
patient1	p1_t1	622	3	69
patient1	p1_t1	622	4	0
patient1	p1_t1	622	5	12
patient1	p1_t1	622	6	0
patient1	p1_t1	623	1	0
patient1	p1_t1	623	2	14
patient1	p1_t1	623	3	69
patient1	p1_t1	623	4	0
patient1	p1_t1	623	5	16
patient1	p1_t1	623	6	1
patient1	p1_t1	624	1	0
patient1	p1_t1	624	2	17
patient1	p1_t1	624	3	68
patient1	p1_t1	624	4	0
patient1	p1_t1	624	5	15
patient1	p1_t1	624	6	0
patient1	p1_t1	625	1	0
patient1	p1_t1	625	2	14
patient1	p1_t1	625	3	69
patient1	p1_t1	625	4	0
patient1	p1_t1	625	5	16
patient1	p1_t1	625	6	1
patient1	p1_t1	626	1	0
patient1	p1_t1	626	2	15
patient1	p1_t1	626	3	69
patient1	p1_t1	626	4	0
patient1	p1_t1	626	5	15
patient1	p1_t1	626	6	1
patient1	p1_t1	627	1	0
patient1	p1_t1	627	2	15
patient1	p1_t1	627	3	69
patient1	p1_t1	627	4	0
patient1	p1_t1	627	5	15
patient1	p1_t1	627	6	1
patient1	p1_t1	628	1	0
patient1	p1_t1	628	2	16
patient1	p1_t1	628	3	69
patient1	p1_t1	628	4	0
patient1	p1_t1	628	5	15
patient1	p1_t1	628	6	0
patient1	p1_t1	629	1	0
patient1	p1_t1	629	2	17
patient1	p1_t1	629	3	69
patient1	p1_t1	629	4	0
patient1	p1_t1	629	5	14
patient1	p1_t1	629	6	0
patient1	p1_t1	630	1	0
patient1	p1_t1	630	2	20
patient1	p1_t1	630	3	67
patient1	p1_t1	630	4	0
patient1	p1_t1	630	5	13
patient1	p1_t1	630	6	0
patient1	p1_t1	631	1	0
patient1	p1_t1	631	2	12
patient1	p1_t1	631	3	69
patient1	p1_t1	631	4	0
patient1	p1_t1	631	5	18
patient1	p1_t1	631	6	1
patient1	p1_t1	632	1	0
patient1	p1_t1	632	2	18
patient1	p1_t1	632	3	69
patient1	p1_t1	632	4	0
patient1	p1_t1	632	5	12
patient1	p1_t1	632	6	1
patient1	p1_t1	633	1	0
patient1	p1_t1	633	2	19
patient1	p1_t1	633	3	69
patient1	p1_t1	633	4	0
patient1	p1_t1	633	5	11
patient1	p1_t1	633	6	1
patient1	p1_t1	634	1	0
patient1	p1_t1	634	2	17
patient1	p1_t1	634	3	69
patient1	p1_t1	634	4	0
patient1	p1_t1	634	5	14
patient1	p1_t1	634	6	0
patient1	p1_t1	635	1	0
patient1	p1_t1	635	2	16
patient1	p1_t1	635	3	68
patient1	p1_t1	635	4	0
patient1	p1_t1	635	5	15
patient1	p1_t1	635	6	1
patient1	p1_t1	636	1	0
patient1	p1_t1	636	2	17
patient1	p1_t1	636	3	69
patient1	p1_t1	636	4	0
patient1	p1_t1	636	5	13
patient1	p1_t1	636	6	1
patient1	p1_t1	637	1	0
patient1	p1_t1	637	2	16
patient1	p1_t1	637	3	69
patient1	p1_t1	637	4	0
patient1	p1_t1	637	5	15
patient1	p1_t1	637	6	0
patient1	p1_t1	638	1	0
patient1	p1_t1	638	2	16
patient1	p1_t1	638	3	69
patient1	p1_t1	638	4	0
patient1	p1_t1	638	5	14
patient1	p1_t1	638	6	1
patient1	p1_t1	639	1	0
patient1	p1_t1	639	2	19
patient1	p1_t1	639	3	69
patient1	p1_t1	639	4	0
patient1	p1_t1	639	5	11
patient1	p1_t1	639	6	1
patient1	p1_t1	640	1	0
patient1	p1_t1	640	2	15
patient1	p1_t1	640	3	69
patient1	p1_t1	640	4	0
patient1	p1_t1	640	5	16
patient1	p1_t1	640	6	0
patient1	p1_t1	641	1	0
patient1	p1_t1	641	2	20
patient1	p1_t1	641	3	69
patient1	p1_t1	641	4	0
patient1	p1_t1	641	5	11
patient1	p1_t1	641	6	0
patient1	p1_t1	642	1	0
patient1	p1_t1	642	2	14
patient1	p1_t1	642	3	68
patient1	p1_t1	642	4	0
patient1	p1_t1	642	5	17
patient1	p1_t1	642	6	1
patient1	p1_t1	643	1	0
patient1	p1_t1	643	2	19
patient1	p1_t1	643	3	68
patient1	p1_t1	643	4	0
patient1	p1_t1	643	5	12
patient1	p1_t1	643	6	1
patient1	p1_t1	644	1	0
patient1	p1_t1	644	2	17
patient1	p1_t1	644	3	68
patient1	p1_t1	644	4	0
patient1	p1_t1	644	5	14
patient1	p1_t1	644	6	1
patient1	p1_t1	645	1	0
patient1	p1_t1	645	2	13
patient1	p1_t1	645	3	69
patient1	p1_t1	645	4	0
patient1	p1_t1	645	5	18
patient1	p1_t1	645	6	0
patient1	p1_t1	646	1	0
patient1	p1_t1	646	2	18
patient1	p1_t1	646	3	69
patient1	p1_t1	646	4	0
patient1	p1_t1	646	5	12
patient1	p1_t1	646	6	1
patient1	p1_t1	647	1	0
patient1	p1_t1	647	2	16
patient1	p1_t1	647	3	68
patient1	p1_t1	647	4	0
patient1	p1_t1	647	5	15
patient1	p1_t1	647	6	1
patient1	p1_t1	648	1	0
patient1	p1_t1	648	2	17
patient1	p1_t1	648	3	69
patient1	p1_t1	648	4	0
patient1	p1_t1	648	5	13
patient1	p1_t1	648	6	1
patient1	p1_t1	649	1	0
patient1	p1_t1	649	2	14
patient1	p1_t1	649	3	69
patient1	p1_t1	649	4	0
patient1	p1_t1	649	5	17
patient1	p1_t1	649	6	0
patient1	p1_t1	650	1	0
patient1	p1_t1	650	2	13
patient1	p1_t1	650	3	69
patient1	p1_t1	650	4	0
patient1	p1_t1	650	5	17
patient1	p1_t1	650	6	1
patient1	p1_t1	651	1	0
patient1	p1_t1	651	2	19
patient1	p1_t1	651	3	68
patient1	p1_t1	651	4	0
patient1	p1_t1	651	5	12
patient1	p1_t1	651	6	1
patient1	p1_t1	652	1	0
patient1	p1_t1	652	2	14
patient1	p1_t1	652	3	69
patient1	p1_t1	652	4	0
patient1	p1_t1	652	5	16
patient1	p1_t1	652	6	1
patient1	p1_t1	653	1	0
patient1	p1_t1	653	2	15
patient1	p1_t1	653	3	69
patient1	p1_t1	653	4	0
patient1	p1_t1	653	5	16
patient1	p1_t1	653	6	0
patient1	p1_t1	654	1	0
patient1	p1_t1	654	2	14
patient1	p1_t1	654	3	68
patient1	p1_t1	654	4	0
patient1	p1_t1	654	5	17
patient1	p1_t1	654	6	1
patient1	p1_t1	655	1	0
patient1	p1_t1	655	2	20
patient1	p1_t1	655	3	69
patient1	p1_t1	655	4	0
patient1	p1_t1	655	5	11
patient1	p1_t1	655	6	0
patient1	p1_t1	656	1	0
patient1	p1_t1	656	2	19
patient1	p1_t1	656	3	66
patient1	p1_t1	656	4	0
patient1	p1_t1	656	5	15
patient1	p1_t1	656	6	0
patient1	p1_t1	657	1	0
patient1	p1_t1	657	2	20
patient1	p1_t1	657	3	69
patient1	p1_t1	657	4	0
patient1	p1_t1	657	5	11
patient1	p1_t1	657	6	0
patient1	p1_t1	658	1	0
patient1	p1_t1	658	2	15
patient1	p1_t1	658	3	68
patient1	p1_t1	658	4	0
patient1	p1_t1	658	5	16
patient1	p1_t1	658	6	1
patient1	p1_t1	659	1	0
patient1	p1_t1	659	2	15
patient1	p1_t1	659	3	68
patient1	p1_t1	659	4	0
patient1	p1_t1	659	5	16
patient1	p1_t1	659	6	1
patient1	p1_t1	660	1	0
patient1	p1_t1	660	2	17
patient1	p1_t1	660	3	68
patient1	p1_t1	660	4	0
patient1	p1_t1	660	5	15
patient1	p1_t1	660	6	0
patient1	p1_t1	661	1	0
patient1	p1_t1	661	2	18
patient1	p1_t1	661	3	68
patient1	p1_t1	661	4	0
patient1	p1_t1	661	5	14
patient1	p1_t1	661	6	0
patient1	p1_t1	662	1	0
patient1	p1_t1	662	2	16
patient1	p1_t1	662	3	69
patient1	p1_t1	662	4	0
patient1	p1_t1	662	5	14
patient1	p1_t1	662	6	1
patient1	p1_t1	663	1	0
patient1	p1_t1	663	2	16
patient1	p1_t1	663	3	69
patient1	p1_t1	663	4	0
patient1	p1_t1	663	5	14
patient1	p1_t1	663	6	1
patient1	p1_t1	664	1	0
patient1	p1_t1	664	2	18
patient1	p1_t1	664	3	69
patient1	p1_t1	664	4	0
patient1	p1_t1	664	5	13
patient1	p1_t1	664	6	0
patient1	p1_t1	665	1	0
patient1	p1_t1	665	2	22
patient1	p1_t1	665	3	69
patient1	p1_t1	665	4	0
patient1	p1_t1	665	5	9
patient1	p1_t1	665	6	0
patient1	p1_t1	666	1	0
patient1	p1_t1	666	2	15
patient1	p1_t1	666	3	69
patient1	p1_t1	666	4	0
patient1	p1_t1	666	5	15
patient1	p1_t1	666	6	1
patient1	p1_t1	667	1	0
patient1	p1_t1	667	2	16
patient1	p1_t1	667	3	69
patient1	p1_t1	667	4	0
patient1	p1_t1	667	5	14
patient1	p1_t1	667	6	1
patient1	p1_t1	668	1	0
patient1	p1_t1	668	2	17
patient1	p1_t1	668	3	69
patient1	p1_t1	668	4	0
patient1	p1_t1	668	5	14
patient1	p1_t1	668	6	0
patient1	p1_t1	669	1	0
patient1	p1_t1	669	2	19
patient1	p1_t1	669	3	68
patient1	p1_t1	669	4	0
patient1	p1_t1	669	5	13
patient1	p1_t1	669	6	0
patient1	p1_t1	670	1	0
patient1	p1_t1	670	2	14
patient1	p1_t1	670	3	69
patient1	p1_t1	670	4	1
patient1	p1_t1	670	5	15
patient1	p1_t1	670	6	1
patient1	p1_t1	671	1	0
patient1	p1_t1	671	2	14
patient1	p1_t1	671	3	69
patient1	p1_t1	671	4	0
patient1	p1_t1	671	5	16
patient1	p1_t1	671	6	1
patient1	p1_t1	672	1	0
patient1	p1_t1	672	2	15
patient1	p1_t1	672	3	69
patient1	p1_t1	672	4	0
patient1	p1_t1	672	5	15
patient1	p1_t1	672	6	1
patient1	p1_t1	673	1	0
patient1	p1_t1	673	2	14
patient1	p1_t1	673	3	69
patient1	p1_t1	673	4	0
patient1	p1_t1	673	5	17
patient1	p1_t1	673	6	0
patient1	p1_t1	674	1	0
patient1	p1_t1	674	2	15
patient1	p1_t1	674	3	69
patient1	p1_t1	674	4	0
patient1	p1_t1	674	5	15
patient1	p1_t1	674	6	1
patient1	p1_t1	675	1	0
patient1	p1_t1	675	2	21
patient1	p1_t1	675	3	68
patient1	p1_t1	675	4	0
patient1	p1_t1	675	5	11
patient1	p1_t1	675	6	0
patient1	p1_t1	676	1	0
patient1	p1_t1	676	2	19
patient1	p1_t1	676	3	69
patient1	p1_t1	676	4	0
patient1	p1_t1	676	5	12
patient1	p1_t1	676	6	0
patient1	p1_t1	677	1	0
patient1	p1_t1	677	2	19
patient1	p1_t1	677	3	67
patient1	p1_t1	677	4	0
patient1	p1_t1	677	5	14
patient1	p1_t1	677	6	0
patient1	p1_t1	678	1	0
patient1	p1_t1	678	2	18
patient1	p1_t1	678	3	68
patient1	p1_t1	678	4	0
patient1	p1_t1	678	5	14
patient1	p1_t1	678	6	0
patient1	p1_t1	679	1	0
patient1	p1_t1	679	2	16
patient1	p1_t1	679	3	68
patient1	p1_t1	679	4	0
patient1	p1_t1	679	5	16
patient1	p1_t1	679	6	0
patient1	p1_t1	680	1	0
patient1	p1_t1	680	2	15
patient1	p1_t1	680	3	69
patient1	p1_t1	680	4	0
patient1	p1_t1	680	5	15
patient1	p1_t1	680	6	1
patient1	p1_t1	681	1	0
patient1	p1_t1	681	2	15
patient1	p1_t1	681	3	69
patient1	p1_t1	681	4	0
patient1	p1_t1	681	5	16
patient1	p1_t1	681	6	0
patient1	p1_t1	682	1	0
patient1	p1_t1	682	2	15
patient1	p1_t1	682	3	68
patient1	p1_t1	682	4	0
patient1	p1_t1	682	5	16
patient1	p1_t1	682	6	1
patient1	p1_t1	683	1	0
patient1	p1_t1	683	2	16
patient1	p1_t1	683	3	69
patient1	p1_t1	683	4	0
patient1	p1_t1	683	5	14
patient1	p1_t1	683	6	1
patient1	p1_t1	684	1	0
patient1	p1_t1	684	2	17
patient1	p1_t1	684	3	69
patient1	p1_t1	684	4	0
patient1	p1_t1	684	5	14
patient1	p1_t1	684	6	0
patient1	p1_t1	685	1	0
patient1	p1_t1	685	2	18
patient1	p1_t1	685	3	69
patient1	p1_t1	685	4	0
patient1	p1_t1	685	5	12
patient1	p1_t1	685	6	1
patient1	p1_t1	686	1	0
patient1	p1_t1	686	2	18
patient1	p1_t1	686	3	69
patient1	p1_t1	686	4	0
patient1	p1_t1	686	5	13
patient1	p1_t1	686	6	0
patient1	p1_t1	687	1	0
patient1	p1_t1	687	2	19
patient1	p1_t1	687	3	69
patient1	p1_t1	687	4	0
patient1	p1_t1	687	5	12
patient1	p1_t1	687	6	0
patient1	p1_t1	688	1	0
patient1	p1_t1	688	2	14
patient1	p1_t1	688	3	69
patient1	p1_t1	688	4	0
patient1	p1_t1	688	5	16
patient1	p1_t1	688	6	1
patient1	p1_t1	689	1	0
patient1	p1_t1	689	2	17
patient1	p1_t1	689	3	69
patient1	p1_t1	689	4	0
patient1	p1_t1	689	5	13
patient1	p1_t1	689	6	1
patient1	p1_t1	690	1	0
patient1	p1_t1	690	2	20
patient1	p1_t1	690	3	68
patient1	p1_t1	690	4	0
patient1	p1_t1	690	5	11
patient1	p1_t1	690	6	1
patient1	p1_t1	691	1	0
patient1	p1_t1	691	2	14
patient1	p1_t1	691	3	69
patient1	p1_t1	691	4	0
patient1	p1_t1	691	5	16
patient1	p1_t1	691	6	1
patient1	p1_t1	692	1	0
patient1	p1_t1	692	2	16
patient1	p1_t1	692	3	69
patient1	p1_t1	692	4	0
patient1	p1_t1	692	5	14
patient1	p1_t1	692	6	1
patient1	p1_t1	693	1	0
patient1	p1_t1	693	2	19
patient1	p1_t1	693	3	69
patient1	p1_t1	693	4	0
patient1	p1_t1	693	5	12
patient1	p1_t1	693	6	0
patient1	p1_t1	694	1	0
patient1	p1_t1	694	2	20
patient1	p1_t1	694	3	67
patient1	p1_t1	694	4	0
patient1	p1_t1	694	5	12
patient1	p1_t1	694	6	1
patient1	p1_t1	695	1	0
patient1	p1_t1	695	2	15
patient1	p1_t1	695	3	68
patient1	p1_t1	695	4	0
patient1	p1_t1	695	5	16
patient1	p1_t1	695	6	1
patient1	p1_t1	696	1	0
patient1	p1_t1	696	2	17
patient1	p1_t1	696	3	69
patient1	p1_t1	696	4	0
patient1	p1_t1	696	5	14
patient1	p1_t1	696	6	0
patient1	p1_t1	697	1	0
patient1	p1_t1	697	2	19
patient1	p1_t1	697	3	69
patient1	p1_t1	697	4	0
patient1	p1_t1	697	5	12
patient1	p1_t1	697	6	0
patient1	p1_t1	698	1	0
patient1	p1_t1	698	2	20
patient1	p1_t1	698	3	69
patient1	p1_t1	698	4	0
patient1	p1_t1	698	5	11
patient1	p1_t1	698	6	0
patient1	p1_t1	699	1	0
patient1	p1_t1	699	2	14
patient1	p1_t1	699	3	69
patient1	p1_t1	699	4	0
patient1	p1_t1	699	5	16
patient1	p1_t1	699	6	1
patient1	p1_t1	700	1	0
patient1	p1_t1	700	2	15
patient1	p1_t1	700	3	69
patient1	p1_t1	700	4	0
patient1	p1_t1	700	5	15
patient1	p1_t1	700	6	1
patient1	p1_t1	701	1	0
patient1	p1_t1	701	2	16
patient1	p1_t1	701	3	69
patient1	p1_t1	701	4	0
patient1	p1_t1	701	5	15
patient1	p1_t1	701	6	0
patient1	p1_t1	702	1	0
patient1	p1_t1	702	2	20
patient1	p1_t1	702	3	67
patient1	p1_t1	702	4	0
patient1	p1_t1	702	5	12
patient1	p1_t1	702	6	1
patient1	p1_t1	703	1	0
patient1	p1_t1	703	2	20
patient1	p1_t1	703	3	68
patient1	p1_t1	703	4	0
patient1	p1_t1	703	5	12
patient1	p1_t1	703	6	0
patient1	p1_t1	704	1	0
patient1	p1_t1	704	2	15
patient1	p1_t1	704	3	69
patient1	p1_t1	704	4	0
patient1	p1_t1	704	5	15
patient1	p1_t1	704	6	1
patient1	p1_t1	705	1	0
patient1	p1_t1	705	2	18
patient1	p1_t1	705	3	69
patient1	p1_t1	705	4	0
patient1	p1_t1	705	5	13
patient1	p1_t1	705	6	0
patient1	p1_t1	706	1	0
patient1	p1_t1	706	2	16
patient1	p1_t1	706	3	69
patient1	p1_t1	706	4	0
patient1	p1_t1	706	5	14
patient1	p1_t1	706	6	1
patient1	p1_t1	707	1	0
patient1	p1_t1	707	2	20
patient1	p1_t1	707	3	69
patient1	p1_t1	707	4	0
patient1	p1_t1	707	5	11
patient1	p1_t1	707	6	0
patient1	p1_t1	708	1	0
patient1	p1_t1	708	2	17
patient1	p1_t1	708	3	67
patient1	p1_t1	708	4	0
patient1	p1_t1	708	5	15
patient1	p1_t1	708	6	1
patient1	p1_t1	709	1	0
patient1	p1_t1	709	2	17
patient1	p1_t1	709	3	67
patient1	p1_t1	709	4	0
patient1	p1_t1	709	5	16
patient1	p1_t1	709	6	0
patient1	p1_t1	710	1	0
patient1	p1_t1	710	2	16
patient1	p1_t1	710	3	67
patient1	p1_t1	710	4	0
patient1	p1_t1	710	5	17
patient1	p1_t1	710	6	0
patient1	p1_t1	711	1	0
patient1	p1_t1	711	2	22
patient1	p1_t1	711	3	67
patient1	p1_t1	711	4	0
patient1	p1_t1	711	5	11
patient1	p1_t1	711	6	0
patient1	p1_t1	712	1	0
patient1	p1_t1	712	2	17
patient1	p1_t1	712	3	69
patient1	p1_t1	712	4	1
patient1	p1_t1	712	5	12
patient1	p1_t1	712	6	1
patient1	p1_t1	713	1	0
patient1	p1_t1	713	2	18
patient1	p1_t1	713	3	69
patient1	p1_t1	713	4	0
patient1	p1_t1	713	5	12
patient1	p1_t1	713	6	1
patient1	p1_t1	714	1	0
patient1	p1_t1	714	2	16
patient1	p1_t1	714	3	68
patient1	p1_t1	714	4	0
patient1	p1_t1	714	5	16
patient1	p1_t1	714	6	0
patient1	p1_t1	715	1	0
patient1	p1_t1	715	2	14
patient1	p1_t1	715	3	69
patient1	p1_t1	715	4	0
patient1	p1_t1	715	5	16
patient1	p1_t1	715	6	1
patient1	p1_t1	716	1	0
patient1	p1_t1	716	2	15
patient1	p1_t1	716	3	69
patient1	p1_t1	716	4	0
patient1	p1_t1	716	5	16
patient1	p1_t1	716	6	0
patient1	p1_t1	717	1	0
patient1	p1_t1	717	2	16
patient1	p1_t1	717	3	68
patient1	p1_t1	717	4	0
patient1	p1_t1	717	5	15
patient1	p1_t1	717	6	1
patient1	p1_t1	718	1	0
patient1	p1_t1	718	2	16
patient1	p1_t1	718	3	69
patient1	p1_t1	718	4	0
patient1	p1_t1	718	5	14
patient1	p1_t1	718	6	1
patient1	p1_t1	719	1	0
